sequenceID,small_end,big_end
331.2,-0.5,0.5
331.20,-1.5,5
331.4,0,0.5
331.5,-0.5,5
331.6,-0.5,0
332.1,0,1
332.18,-0.5,-0.5
332.6,0,5
332.7,0,5
340.1,-0.5,0.5
340.6,-0.5,5
340.9,0,5
341.1,0.5,5
349.1,-0.5,0.5
349.17,-1,5
349.2,-1,0
352.17,-1,5
352.3,-0.5,5
360.1,-0.5,1
364.2,-1.5,5
371.10,-1,5
371.14,-1,5
371.17,-0.5,5
373.14,-1.5,5
375.1,-0.5,1
375.12,-0.5,5
375.3,-0.5,5
375.4,-0.5,0.5
375.7,-1,5
378.1,0,1
378.10,0,5
378.11,0,5
378.7,0,5
39.1,0,5
39.11,-0.5,0
39.20,-1,0
39.8,-1,-0.5
419.11,-0.5,5
421.5,-1,5
429.11,-1,5
429.17,0,0.5
429.5,-1,5
44.17,-1,1
44.19,-1.5,5
44.3,-1,0.5
44.5,0,5
44.7,-1,5
441.11,-1.5,5
446.1,-0.5,0.5
446.10,-1,5
446.11,-1,5
446.17,-0.5,5
446.2,-0.5,0.5
446.3,-1,0
446.8,-1,5
464.2,-0.5,5
470.1,0,5
470.17,-0.5,0
479.11,-1,-0.5
479.17,-1,5
482.5,-1,5
482.8,-1,-1
487.11,-0.5,5
487.17,-0.5,5
487.4,-1,0
487.6,-1,5
50.13,-1,0
50.14,-1,-0.5
50.2,-1.5,0.5
50.6,-1,-1
508.1,-5,5
508.2,0,5
513.7,-1,5
516.1,-0.5,5
516.2,-1.5,5
522.1,0,0
522.11,-0.5,5
522.17,-0.5,5
522.21,-2.5,5
522.3,-1,5
522.4,-1.5,5
544.17,-1,5
544.2,-1,-0.5
545.17,-0.5,0.5
57.1,0,0
57.12,-0.5,5
57.13,-1.5,5
57.14,-0.5,0.5
57.16,-1.5,5
57.17,0,0.5
57.5,-0.5,0.5
57.7,-0.5,5
57.8,-1,0.5
586.1,-0.5,5
587.1,-0.5,5
587.17,-0.5,5
591.1,1.5,5
592.1,-0.5,0.5
592.2,-1.5,5
592.3,-0.5,0.5
593.11,1,5
66.1,-0.5,-0.5
66.17,-0.5,5
66.21,-0.5,5
66.5,-1,5
67.19,-1,-0.5
79.5,-0.5,5
8.1,-0.5,0.5
8.11,-0.5,5
8.12,-1,5
8.17,-0.5,5
8.18,-1.5,5
8.2,-1,5
8.20,-1,5
8.7,-1,5
9.1,1.5,5
91.12,-1,5
91.17,-0.5,5
91.7,-1,-0.5
91.X,-0.5,5
94.11,0,5
94.16,-1.5,5
94.17,-0.5,5
94.3,-0.5,5
94.4,-1,5
96.10,-1.5,-0.5
96.14,-1.5,-0.5
