sequenceID,sum_diff,mean_diff,max_diff,min_diff,std_deviation,mean,median,variance,min_value,max_value,range_value,iqr,abs_skewness,kurtosis,count,unique_count,percentile_25,percentile_50,percentile_75,autocorr
H3K27ac-H3K4me3_TDHAM_BP/samples/GR10_H3K27ac/S00SV4_WTSI/problems/chr5:49600000-91636128,1243218,1.2053390160806494,11,1,9.0437132995456,3.626347768673886,1.0,81.788750244378,0,161,161,2.0,6.122483671303692,50.33438721215048,1031427,162,1.0,1.0,3.0,0.9896015145528986
H3K27ac-H3K4me3_TDHAM_BP/samples/GR10_H3K27ac/S00SX0_WTSI/problems/chr5:49600000-91636128,661360,1.1017965667981662,6,1,3.864878636239417,1.9128789835020663,1.0,14.937286872859858,0,87,87,2.0,5.736767272585035,48.20466107903712,600257,88,0.0,1.0,2.0,0.9556357571723492
H3K27ac-H3K4me3_TDHAM_BP/samples/GR10_H3K27ac/S00SYZ_WTSI/problems/chr5:49600000-91636128,716578,1.0792438735290972,11,1,2.770616871976913,1.4788753607123275,1.0,7.676317851283133,0,123,123,2.0,9.937251565567014,218.4120506255104,663964,114,0.0,1.0,2.0,0.918538439101128
H3K27ac-H3K4me3_TDHAM_BP/samples/GR10_H3K27ac/S00T4H_WTSI/problems/chr5:49600000-91636128,604927,1.0823392800591154,13,1,7.603415905558069,3.249466817436859,1.0,57.81193343289342,0,106,106,2.0,5.121524647895446,34.84430784121016,558908,107,0.0,1.0,2.0,0.9890497186727965
H3K27ac-H3K4me3_TDHAM_BP/samples/GR10_H3K27ac/S00T5F_WTSI/problems/chr5:49600000-91636128,1073130,1.2567852914205808,30,1,15.900488621470211,6.516305760830103,1.0,252.82553840150365,0,240,240,3.0,5.068567385095811,34.468281261916246,853870,238,1.0,1.0,4.0,0.9961902741385024
H3K27ac-H3K4me3_TDHAM_BP/samples/GR11_H3K27ac/S00T6D_WTSI/problems/chr5:49600000-91636128,1294273,1.220544772473939,9,1,2.387521289898749,1.6031212543862876,1.0,5.700257909719789,0,191,191,2.0,28.30643702280955,1642.0207717769408,1060407,147,0.0,1.0,2.0,0.8476845894942219
H3K27ac-H3K4me3_TDHAM_BP/samples/GR11_H3K27ac/S00TA5_WTSI/problems/chr5:49600000-91636128,654772,1.109254744774099,8,1,3.5556020674579893,1.7810588837199848,1.0,12.642306062111528,0,115,115,2.0,7.026714109685958,92.84229986214037,590282,109,0.0,1.0,2.0,0.9465766437364872
H3K27ac-H3K4me3_TDHAM_BP/samples/GR11_H3K27ac/S00TT4_WTSI/problems/chr5:49600000-91636128,759526,1.1104132584213813,7,1,2.86359413393763,1.5188478429950705,1.0,8.200171363922005,0,109,109,2.0,9.612222208867044,186.6265372492042,684004,107,0.0,1.0,2.0,0.9175137611914608
H3K27ac-H3K4me3_TDHAM_BP/samples/GR11_H3K27ac/S00U1J_WTSI/problems/chr5:49600000-91636128,493923,1.1141430250315234,20,1,11.105912284711671,5.123864820604436,1.0,123.34128767570968,0,130,130,4.0,4.129518103442232,21.91192018654745,443322,131,0.0,1.0,4.0,0.9944033440880372
H3K27ac-H3K4me3_TDHAM_BP/samples/GR11_H3K27ac/S00U3F_WTSI/problems/chr5:49600000-91636128,1043926,1.206272135333915,39,1,17.77727618822562,6.902314031633342,1.0,316.0315486724537,0,281,281,3.0,5.199156426490241,36.11677225813118,865416,277,1.0,1.0,4.0,0.9972402794989104
H3K27ac-H3K4me3_TDHAM_BP/samples/GR11_H3K27ac/S00U5B_WTSI/problems/chr5:49600000-91636128,1074932,1.3688780220689831,8,1,3.499594968956314,1.9550763690265465,1.0,12.247164946744345,0,150,150,2.0,9.474139218481865,190.7173288481089,785266,132,0.0,1.0,2.0,0.9058456081124492
H3K27ac-H3K4me3_TDHAM_BP/samples/GR11_H3K27ac/S00U77_WTSI/problems/chr5:49600000-91636128,1021244,1.283803676508486,12,1,5.818035897674599,2.561596462028149,1.0,33.84954170663027,0,187,187,2.0,7.518020896216548,95.86420737369666,795484,169,0.0,1.0,2.0,0.9707880215222268
H3K27ac-H3K4me3_TDHAM_BP/samples/GR11_H3K27ac/S00U93_WTSI/problems/chr5:49600000-91636128,1037809,1.3641309491261646,14,1,5.553556157910311,2.6856102578257985,1.0,30.84198599906353,0,172,172,3.0,7.054997219289019,91.80035071713635,760785,162,0.0,1.0,3.0,0.9628356561411502
H3K27ac-H3K4me3_TDHAM_BP/samples/GR11_H3K27ac/S00UKI_WTSI/problems/chr5:49600000-91636128,1048128,1.3141533835943977,11,1,4.851128793036179,2.332636633775092,1.0,23.53345056662465,0,137,137,2.0,6.744277689215369,69.68104369119673,797570,128,0.0,1.0,2.0,0.9555828899365776
H3K27ac-H3K4me3_TDHAM_BP/samples/GR11_H3K27ac/S00UME_WTSI/problems/chr5:49600000-91636128,946498,1.2552890685509968,9,1,4.557484223059941,2.188281572235875,1.0,20.77066244344028,0,160,160,2.0,8.06347269909039,125.1889043342762,754009,143,0.0,1.0,2.0,0.9552045667465376
H3K27ac-H3K4me3_TDHAM_BP/samples/GR11_H3K27ac/S00V57_WTSI/problems/chr5:49600000-91636128,991416,1.6159262494947255,18,1,7.134273910741423,3.343261687711584,1.0,50.89786423348571,0,161,161,3.0,5.703189401493777,48.1842510264408,613529,150,0.0,1.0,3.0,0.9664713296748524
H3K27ac-H3K4me3_TDHAM_BP/samples/GR11_H3K27ac/S00V65_WTSI/problems/chr5:49600000-91636128,891819,1.3112709853290163,11,1,4.561432710464611,2.0276113444853032,1.0,20.806668372096524,0,220,220,2.0,14.978310514582292,472.6706710504685,680119,163,0.0,1.0,2.0,0.9496493461889556
H3K27ac-H3K4me3_TDHAM_BP/samples/GR11_H3K27ac/S00VGM_WTSI/problems/chr5:49600000-91636128,898874,1.3427994795362437,12,1,8.068827252447633,3.7917595353478615,1.0,65.10597322984162,0,130,130,3.0,4.6122772416056685,27.35813304685952,669404,124,0.0,1.0,3.0,0.9829967449302648
H3K27ac-H3K4me3_TDHAM_BP/samples/GR11_H3K27ac/S00VVT_WTSI/problems/chr5:49600000-91636128,527537,1.1106018724171107,16,1,9.683428783937527,4.53584405960396,1.0,93.7687930135898,0,128,128,3.0,4.469432461738898,27.626034898348408,475002,129,0.0,1.0,3.0,0.9927172885509984
H3K27ac-H3K4me3_TDHAM_BP/samples/GR11_H3K27ac/S00W29_WTSI/problems/chr5:49600000-91636128,1084090,1.1592648475703975,6,1,1.3201316920360473,1.2846483039157186,1.0,1.7427476843179577,0,78,78,2.0,9.312742467211562,396.5860850112716,935154,71,0.0,1.0,2.0,0.5642428715712318
H3K27ac-H3K4me3_TDHAM_BP/samples/GR12_H3K27ac/S00W45_WTSI/problems/chr2:16329724-21153113,128716,1.109792898898105,5,1,1.0982891613420949,1.2180750627247097,1.0,1.206239081921522,0,9,9,2.0,1.0786303108858772,1.6312786631894771,115983,10,0.0,1.0,2.0,0.4402643032286428
H3K27ac-H3K4me3_TDHAM_BP/samples/GR12_H3K27ac/S00W45_WTSI/problems/chr3:66270270-90504854,657230,1.1119683411414585,16,1,1.522609868176998,1.2773393880741457,1.0,2.3183408106699748,0,116,116,2.0,18.073172821547,894.833663857309,591052,94,0.0,1.0,2.0,0.7054701381070264
H3K27ac-H3K4me3_TDHAM_BP/samples/GR12_H3K27ac/S00W45_WTSI/problems/chr5:49600000-91636128,1066359,1.1107640129455232,8,1,1.5448858038638242,1.236308675616443,1.0,2.3866721469799743,0,129,129,2.0,29.54001132523623,1836.7371853736795,960024,107,0.0,1.0,2.0,0.716509691544441
H3K27ac-H3K4me3_TDHAM_BP/samples/GR12_H3K27ac/S00WKA_WTSI/problems/chr2:16329724-21153113,85340,1.2709996425592756,49,1,11.454572648322,5.199270236056296,1.0,131.20723455568643,0,96,96,3.0,3.638108789778161,15.415886003954396,67145,97,0.0,1.0,3.0,0.9923277071828824
H3K27ac-H3K4me3_TDHAM_BP/samples/GR12_H3K27ac/S00WKA_WTSI/problems/chr3:66270270-90504854,369804,1.2508760773383485,14,1,8.948301144909646,3.60413277093192,1.0,80.07209337999127,0,130,130,2.0,5.5580866904865305,40.220662860529146,295637,131,0.0,1.0,2.0,0.9883047501853488
H3K27ac-H3K4me3_TDHAM_BP/samples/GR12_H3K27ac/S00WKA_WTSI/problems/chr5:49600000-91636128,715578,1.25564452024868,12,1,9.55535902121088,4.209851023881802,1.0,91.30488602423613,0,132,132,3.0,4.870876555970268,31.46754231115586,569890,133,0.0,1.0,3.0,0.9896623017800396
H3K27ac-H3K4me3_TDHAM_BP/samples/GR12_H3K27ac/S00WP0_WTSI/problems/chr2:16329724-21153113,82034,1.314879225504496,63,1,11.435246331859988,5.353886840839878,1.0,130.7648586703173,0,91,91,3.0,3.4208435986405914,13.11602206722964,62390,92,0.0,1.0,3.0,0.9914579969103476
H3K27ac-H3K4me3_TDHAM_BP/samples/GR12_H3K27ac/S00WP0_WTSI/problems/chr3:66270270-90504854,351452,1.3054259649956914,10,1,9.329464410591267,3.8376228062029902,1.0,87.03890618848907,0,139,139,3.0,5.4536785643371495,39.92010525470759,269225,137,0.0,1.0,3.0,0.988056305873569
H3K27ac-H3K4me3_TDHAM_BP/samples/GR12_H3K27ac/S00WP0_WTSI/problems/chr5:49600000-91636128,692012,1.3123164068944722,10,1,10.18528280679045,4.617139053557409,1.0,103.73998585430115,0,133,133,3.0,4.372013901491663,24.63882113066925,527322,133,0.0,1.0,3.0,0.9898442090232958
H3K27ac-H3K4me3_TDHAM_BP/samples/GR12_H3K27ac/S00WQZ_WTSI/problems/chr2:16329724-21153113,234748,1.9161225022854904,56,1,7.965137483066929,3.695346616277456,2.0,63.44341512415777,0,103,103,4.0,5.708871994835313,39.79563850994018,122513,102,0.0,2.0,4.0,0.9676719440637696
H3K27ac-H3K4me3_TDHAM_BP/samples/GR12_H3K27ac/S00WQZ_WTSI/problems/chr3:66270270-90504854,1193032,1.9148715561726064,30,1,6.14374907289815,2.9932315307622672,2.0,37.74565267073688,0,198,198,4.0,9.51069179757481,130.848609964846,623036,158,0.0,2.0,4.0,0.9460915572063446
H3K27ac-H3K4me3_TDHAM_BP/samples/GR12_H3K27ac/S00WQZ_WTSI/problems/chr5:49600000-91636128,2014657,1.9150913982072075,16,1,6.906254484630306,3.3099427656700486,2.0,47.69635100647622,0,181,181,4.0,7.965702209622322,90.52548269265252,1051991,172,0.0,2.0,4.0,0.9575319449688936
H3K27ac-H3K4me3_TDHAM_BP/samples/GR12_H3K27ac/S00WRX_WTSI/problems/chr2:16329724-21153113,72906,1.9701129546560017,9,1,1.7274604552367163,1.5404112735428432,1.0,2.984119624406644,0,15,15,2.0,1.4338755403338306,2.4955502242432024,37007,16,0.0,1.0,2.0,0.1208442286788379
H3K27ac-H3K4me3_TDHAM_BP/samples/GR12_H3K27ac/S00WRX_WTSI/problems/chr3:66270270-90504854,349310,1.987844505272503,12,1,2.18991182565539,1.5931574514579685,1.0,4.795713804145324,0,91,91,2.0,10.262853990111822,301.39858597031326,175724,74,0.0,1.0,2.0,0.4407605207403383
H3K27ac-H3K4me3_TDHAM_BP/samples/GR12_H3K27ac/S00WRX_WTSI/problems/chr5:49600000-91636128,584400,1.9762204277076647,10,1,2.4862098215421184,1.5764802158820763,1.0,6.1812392767324935,0,120,120,2.0,19.02301578147838,700.3751625834426,295717,95,0.0,1.0,2.0,0.5719311127610212
H3K27ac-H3K4me3_TDHAM_BP/samples/GR12_H3K27ac/S00WTT_WTSI/problems/chr2:16329724-21153113,66608,1.7319223068722536,35,1,8.401724287616327,3.821008840353614,1.0,70.58897100512206,0,89,89,3.0,4.245078583839507,21.623545818188813,38460,86,0.0,1.0,3.0,0.9714579572931796
H3K27ac-H3K4me3_TDHAM_BP/samples/GR12_H3K27ac/S00WTT_WTSI/problems/chr3:66270270-90504854,284670,1.725617850842896,11,1,5.742390012480442,2.5118325978371563,1.0,32.97504305543513,0,90,90,3.0,6.405973769319034,53.95231387411313,164968,90,0.0,1.0,3.0,0.9400250441358016
H3K27ac-H3K4me3_TDHAM_BP/samples/GR12_H3K27ac/S00WTT_WTSI/problems/chr5:49600000-91636128,552364,1.7255443441317049,10,1,6.645255681297235,3.0584578474341715,1.0,44.15942306981318,0,124,124,3.0,5.31280242277867,38.36034171114614,320111,114,0.0,1.0,3.0,0.9552457463399302
H3K27ac-H3K4me3_TDHAM_BP/samples/GR12_H3K27ac/S00XGE_WTSI/problems/chr2:16329724-21153113,63432,2.3815280645766848,10,1,2.22368107841969,1.8874455623967563,1.0,4.944757538521755,0,19,19,3.0,1.6736832667407602,3.843247155811625,26636,20,0.0,1.0,3.0,0.1896662948339356
H3K27ac-H3K4me3_TDHAM_BP/samples/GR12_H3K27ac/S00XGE_WTSI/problems/chr3:66270270-90504854,281630,2.394324287560362,14,1,2.3898938008038138,1.856654622741764,1.0,5.7115923791205,0,73,73,3.0,4.987317114180912,86.46035097620911,117625,59,0.0,1.0,3.0,0.2936915258867622
H3K27ac-H3K4me3_TDHAM_BP/samples/GR12_H3K27ac/S00XGE_WTSI/problems/chr5:49600000-91636128,500138,2.38280092427166,11,1,2.783733793346729,1.8936854442199944,1.0,7.749173832220572,0,108,108,3.0,11.905995171438384,343.5554456802838,209896,90,0.0,1.0,3.0,0.4837606999423829
H3K27ac-H3K4me3_TDHAM_BP/samples/GR12_H3K27ac/S00XHC_WTSI/problems/chr2:16329724-21153113,310950,1.8196767359932584,6,1,1.974069635201407,2.425671365788288,2.0,3.8969509246242167,0,15,15,3.0,0.832666461939788,0.7729549753510248,170883,16,1.0,2.0,4.0,0.5453891407057774
H3K27ac-H3K4me3_TDHAM_BP/samples/GR12_H3K27ac/S00XHC_WTSI/problems/chr3:66270270-90504854,1630048,1.822893753026417,38,1,2.508058470797605,2.5649489493519417,2.0,6.29035729293962,0,266,266,3.0,14.422092585494651,909.359695883546,894210,121,1.0,2.0,4.0,0.7139995789007533
H3K27ac-H3K4me3_TDHAM_BP/samples/GR12_H3K27ac/S00XHC_WTSI/problems/chr5:49600000-91636128,2619660,1.8202473912191544,15,1,2.681093725495217,2.486590618679122,2.0,7.188263564889823,0,239,239,3.0,29.823622863966552,2069.677010587807,1439179,170,1.0,2.0,4.0,0.7528303918463037
H3K27ac-H3K4me3_TDHAM_BP/samples/GR12_H3K27ac/S00XK6_WTSI/problems/chr2:16329724-21153113,70200,2.1115957286810048,9,1,2.1612361905847406,1.7932683631113515,1.0,4.670941871493242,0,23,23,3.0,2.179503069842687,8.363382915582676,33246,24,0.0,1.0,3.0,0.3510915047523317
H3K27ac-H3K4me3_TDHAM_BP/samples/GR12_H3K27ac/S00XK6_WTSI/problems/chr3:66270270-90504854,311204,2.1148328610357927,13,1,2.187117374363975,1.7142041670630768,1.0,4.783482409244769,0,66,66,3.0,5.032024797379252,84.06085429876951,147154,62,0.0,1.0,3.0,0.3633507395463644
H3K27ac-H3K4me3_TDHAM_BP/samples/GR12_H3K27ac/S00XK6_WTSI/problems/chr5:49600000-91636128,563062,2.11306465716205,10,1,2.6189799127070885,1.7853175615833796,1.0,6.859055783163228,0,107,107,3.0,11.712152480167012,327.4601005517566,266468,89,0.0,1.0,3.0,0.558049424844255
H3K27ac-H3K4me3_TDHAM_BP/samples/GR12_H3K27ac/S00XRT_WTSI/problems/chr2:16329724-21153113,33920,1.4989615095673694,11,1,1.6887422526473397,1.3501546619531597,1.0,2.8518503958764105,0,18,18,2.0,2.671360680263126,12.171585681549216,22630,19,0.0,1.0,2.0,0.5004613849201529
H3K27ac-H3K4me3_TDHAM_BP/samples/GR12_H3K27ac/S00XRT_WTSI/problems/chr3:66270270-90504854,150952,1.5071537685833245,6,1,1.716332961488,1.2637932067333613,1.0,2.945798834690168,0,46,46,2.0,5.823801368358374,83.11169920768417,100158,45,0.0,1.0,2.0,0.5130416645210845
H3K27ac-H3K4me3_TDHAM_BP/samples/GR12_H3K27ac/S00XRT_WTSI/problems/chr5:49600000-91636128,272894,1.5044931802895485,7,1,1.995168933831323,1.3233583443135395,1.0,3.9806990745256177,0,72,72,2.0,10.98251753422061,263.72155158586247,181387,72,0.0,1.0,2.0,0.6409629758915893
H3K27ac-H3K4me3_TDHAM_BP/samples/GR12_H3K27ac/S00YBK_WTSI/problems/chr2:16329724-21153113,294320,1.8892583415711297,7,1,2.0430968189764145,2.402081046557158,2.0,4.174244611711544,0,20,20,3.0,0.9931114050422664,1.579039462046766,155787,21,1.0,2.0,4.0,0.5313455889751669
H3K27ac-H3K4me3_TDHAM_BP/samples/GR12_H3K27ac/S00YBK_WTSI/problems/chr3:66270270-90504854,1528168,1.8908360214155704,39,1,2.6842707393809926,2.543293846309939,2.0,7.20530940229698,0,276,276,3.0,16.58752405061456,1110.577404046932,808198,123,1.0,2.0,4.0,0.7252241507751286
H3K27ac-H3K4me3_TDHAM_BP/samples/GR12_H3K27ac/S00YBK_WTSI/problems/chr5:49600000-91636128,2458284,1.8860896625379016,12,1,2.7212915784651406,2.443818634209442,2.0,7.405427855025297,0,230,230,3.0,27.43853772776931,1798.928849860877,1303377,162,1.0,2.0,4.0,0.7363355149057811
H3K27ac-H3K4me3_TDHAM_BP/samples/GR12_H3K27ac/S00YCI_WTSI/problems/chr2:16329724-21153113,87198,1.314767347184946,66,1,13.785640934620824,6.509054174268353,1.0,190.0438959782933,0,111,111,3.0,3.2619495241739704,11.865519312056207,66323,112,0.0,1.0,3.0,0.9940930983356022
H3K27ac-H3K4me3_TDHAM_BP/samples/GR12_H3K27ac/S00YCI_WTSI/problems/chr3:66270270-90504854,370226,1.2992893365386302,11,1,10.95845949909917,4.416843893228893,1.0,120.08783459339683,0,162,162,3.0,5.813394113433073,47.23733565111728,284946,163,0.0,1.0,3.0,0.9914185088620048
H3K27ac-H3K4me3_TDHAM_BP/samples/GR12_H3K27ac/S00YCI_WTSI/problems/chr5:49600000-91636128,768280,1.3083029933552894,13,1,11.761793255189096,5.337013291101518,1.0,138.3397805778117,0,151,151,4.0,4.435769094504899,25.427711277127106,587235,150,0.0,1.0,4.0,0.9924208435570888
H3K27ac-H3K4me3_TDHAM_BP/samples/GR12_H3K27ac/S00YEE_WTSI/problems/chr2:16329724-21153113,89052,1.2544125311659224,62,1,15.356106734995093,7.224828149650665,1.0,235.81001405656164,0,124,124,4.0,3.1189667123515608,10.502148317263302,70992,122,0.0,1.0,4.0,0.995757731656565
H3K27ac-H3K4me3_TDHAM_BP/samples/GR12_H3K27ac/S00YEE_WTSI/problems/chr3:66270270-90504854,381958,1.234887134423516,15,1,12.291488614120436,4.999030089846011,1.0,151.08069235105236,0,169,169,3.0,5.409271098904634,40.32205765218975,309307,170,0.0,1.0,3.0,0.9939881178636072
H3K27ac-H3K4me3_TDHAM_BP/samples/GR12_H3K27ac/S00YEE_WTSI/problems/chr5:49600000-91636128,790232,1.2434278952743156,17,1,13.105660563714306,5.973053901637694,1.0,171.7583388112964,0,169,169,3.0,4.3753974204013,25.436948787260825,635528,165,1.0,1.0,4.0,0.9946124304079604
H3K27ac-H3K4me3_TDHAM_BP/samples/GR12_H3K27ac/S00YH8_WTSI/problems/chr2:16329724-21153113,72254,1.9054827395237213,31,1,8.876040863716774,4.352689873417722,1.0,78.78410141437001,0,86,86,4.0,3.64608471155338,15.347486643541345,37920,82,0.0,1.0,4.0,0.9684619868331492
H3K27ac-H3K4me3_TDHAM_BP/samples/GR12_H3K27ac/S00YH8_WTSI/problems/chr3:66270270-90504854,297190,1.891773183276468,11,1,6.359337382139638,2.839691400854249,1.0,40.44117193987862,0,95,95,3.0,6.093948729815015,49.853702369989584,157097,96,0.0,1.0,3.0,0.9399081913849944
H3K27ac-H3K4me3_TDHAM_BP/samples/GR12_H3K27ac/S00YH8_WTSI/problems/chr5:49600000-91636128,569996,1.9002463670034904,13,1,7.666076021763938,3.5220829443925856,1.0,58.768721571464006,0,129,129,3.0,5.077459776944868,35.006770978615336,299960,125,0.0,1.0,3.0,0.9582482741344144
H3K27ac-H3K4me3_TDHAM_BP/samples/GR12_H3K27ac/S00YK2_WTSI/problems/chr2:16329724-21153113,90988,1.4131424045226522,20,1,3.0682334516087364,1.7899919239609865,1.0,9.41405651357086,0,40,40,2.0,4.955985092305028,34.01693600001964,64388,41,0.0,1.0,2.0,0.8664519926689744
H3K27ac-H3K4me3_TDHAM_BP/samples/GR12_H3K27ac/S00YK2_WTSI/problems/chr3:66270270-90504854,421990,1.415546558161222,13,1,2.4490577270818084,1.5017174753112923,1.0,5.997883750579113,0,73,73,2.0,7.474691465209866,99.5068756281805,298112,66,0.0,1.0,2.0,0.789730521379338
H3K27ac-H3K4me3_TDHAM_BP/samples/GR12_H3K27ac/S00YK2_WTSI/problems/chr5:49600000-91636128,742339,1.4168424186785102,9,1,2.857097149297062,1.6503683627896324,1.0,8.163004120521398,0,99,99,2.0,7.819107265370407,119.81166319759215,523940,94,0.0,1.0,2.0,0.8457373373347098
H3K27ac-H3K4me3_TDHAM_BP/samples/GR13_H3K27ac/S00YRP_WTSI/problems/chr2:16329724-21153113,258894,1.8726103592688763,12,1,2.124970102201212,2.2997526292186845,2.0,4.51549793524903,0,28,28,2.0,1.6819224960068522,7.048354963811452,138254,29,1.0,2.0,3.0,0.5734400504380898
H3K27ac-H3K4me3_TDHAM_BP/samples/GR13_H3K27ac/S00YRP_WTSI/problems/chr4:52660117-59739333,367786,1.8695437793874696,10,1,2.039226022467971,2.261399103321371,2.0,4.158442770710541,0,28,28,2.0,1.425146720355747,5.295828211347754,196726,29,1.0,2.0,3.0,0.537758869559323
H3K27ac-H3K4me3_TDHAM_BP/samples/GR13_H3K27ac/S00YRP_WTSI/problems/chr5:49600000-91636128,2208238,1.87324232799924,9,1,2.383220672353067,2.333799613685738,2.0,5.679740773131004,0,141,141,3.0,10.946808389142792,462.6011608539234,1178833,124,1.0,2.0,4.0,0.6603531555172387
H3K27ac-H3K4me3_TDHAM_BP/samples/GR13_H3K27ac/S00YVH_WTSI/problems/chr2:16329724-21153113,77514,1.8180410920349,32,1,3.188432298138011,2.0338907521636136,1.0,10.166100519809635,0,44,44,3.0,4.321746167315694,29.020742937805142,42637,45,0.0,1.0,3.0,0.7801811890970346
H3K27ac-H3K4me3_TDHAM_BP/samples/GR13_H3K27ac/S00YVH_WTSI/problems/chr4:52660117-59739333,101080,1.8216223035196164,9,1,2.871685814085133,1.8272841953505137,1.0,8.246579414817793,0,50,50,2.0,4.944849649291044,41.73928503589341,55490,48,0.0,1.0,2.0,0.7290315222951256
H3K27ac-H3K4me3_TDHAM_BP/samples/GR13_H3K27ac/S00YVH_WTSI/problems/chr5:49600000-91636128,620616,1.8186229692664744,10,1,3.744075791169188,1.9710482129304308,1.0,14.018103530019175,0,156,156,3.0,12.716531192146867,337.0329559742904,341257,127,0.0,1.0,3.0,0.8416314597125208
H3K27ac-H3K4me3_TDHAM_BP/samples/GR13_H3K27ac/S0100M_WTSI/problems/chr2:16329724-21153113,102715,1.1088021935316723,6,1,1.3416714256293292,1.1603462979155197,1.0,1.8000822143502366,0,19,19,2.0,3.429819080900764,22.765044365015378,92637,20,0.0,1.0,2.0,0.6310213044117363
H3K27ac-H3K4me3_TDHAM_BP/samples/GR13_H3K27ac/S0100M_WTSI/problems/chr4:52660117-59739333,141080,1.1117940958595365,3,1,1.3303637569483355,1.1220300248236732,1.0,1.76986772580169,0,24,24,2.0,4.208989560987982,36.91059456565099,126895,25,0.0,1.0,2.0,0.6224343461361898
H3K27ac-H3K4me3_TDHAM_BP/samples/GR13_H3K27ac/S0100M_WTSI/problems/chr5:49600000-91636128,856790,1.112468675746913,6,1,1.677990842667306,1.163766228538857,1.0,2.815653268075336,0,107,107,2.0,20.60405689627896,949.4608880318676,770171,97,0.0,1.0,2.0,0.7621654975991005
H3K27ac-H3K4me3_TDHAM_BP/samples/GR13_H3K27ac/S010B0_WTSI/problems/chr2:16329724-21153113,121564,1.0962278953585889,24,1,3.4346941178666373,1.7837935325626273,1.0,11.797123683307678,0,49,49,2.0,5.714094686387841,41.11543317307324,110894,50,0.0,1.0,2.0,0.9443055393936528
H3K27ac-H3K4me3_TDHAM_BP/samples/GR13_H3K27ac/S010B0_WTSI/problems/chr4:52660117-59739333,165956,1.091413689693271,4,1,2.5831880240207346,1.4907107203219845,1.0,6.672860367444148,0,51,51,2.0,6.909881005453399,67.20413285419457,152057,51,0.0,1.0,2.0,0.9035197165873168
