sequenceID,log_lambda_test_fold1,log_lambda_test_fold2,target_1,target_2,fold_1_total_labels,fold_2_total_labels,fold_1_fp_errs,fold_1_fn_errs,fold_1_tp,fold_1_tn,fold_2_fp_errs,fold_2_fn_errs,fold_2_tp,fold_2_tn
188.9,-1.3642106,-1.5919515,"[-3.0, 7.0]","[-2.75, 1.0]",1,1,0,0,0,1,0,0,1,0
189.1,-0.22225384,-0.07514491,"[0.0, 7.0]","[-2.25, 1.0]",1,1,0,0,0,1,0,0,1,0
189.11,-0.14380537,-0.07082655,"[-1.75, 7.0]","[-2.5, 2.75]",2,1,0,0,0,2,0,0,1,0
189.15,-0.9818731,-0.944587,"[-2.5, 7.0]","[-1.25, 0.75]",2,1,0,0,0,2,0,0,1,0
189.17,-0.6129845,-0.4431605,"[-1.0, 7.0]","[-1.0, 2.5]",2,1,0,0,0,2,0,0,1,0
189.18,-1.587451,-2.0323534,"[-3.0, -1.0]","[-3.75, -0.25]",2,1,0,0,1,1,0,0,1,0
189.2,-0.7616285,-0.5386562,"[-3.25, 7.0]","[-4.0, -0.75]",1,1,0,0,0,1,0,1,0,0
189.20,-1.0327024,-1.0331008,"[-2.75, 7.0]","[-0.75, 0.75]",1,1,0,0,0,1,1,0,0,0
189.3,-0.9840569,-0.71903294,"[-3.0, 1.25]","[-2.25, 7.0]",1,1,0,0,1,0,0,0,0,1
189.5,-1.3013616,-1.3381486,"[-3.5, 7.0]","[-3.0, 1.25]",2,1,0,0,0,2,0,0,1,0
189.X,-1.1431054,-1.1365688,"[-1.75, 0.75]","[-2.5, 7.0]",1,1,0,0,1,0,0,0,0,1
2.1,-0.29224473,-0.15053023,"[-2.25, 7.0]","[-3.0, 4.25]",2,1,0,0,0,2,0,0,1,0
2.19,-0.6116828,-0.46940485,"[-2.75, 1.0]","[-3.75, 7.0]",1,1,0,0,1,0,0,0,0,1
20003.2,2.481716,3.1409543,"[0.75, 5.5]","[2.0, 7.0]",2,2,0,0,2,0,0,0,0,2
20005.2,2.322321,2.0240843,"[0.75, 2.0]","[1.75, 5.25]",4,4,0,2,2,0,0,0,2,2
20005.3,1.9127709,1.9054387,"[2.0, 3.5]","[-0.25, 1.75]",3,3,1,0,2,0,0,1,2,0
20033.11,1.1374547,2.4402452,"[2.5, 5.75]","[-1.0, 2.5]",2,2,1,0,1,0,0,0,2,0
20052.3,2.035732,1.7192918,"[-1.75, 7.0]","[-1.5, 2.0]",2,1,1,1,0,0,0,0,1,0
20082.22,1.8623761,2.0503807,"[1.0, 3.25]","[2.0, 5.75]",2,2,0,0,2,0,0,0,1,1
20090.20,3.1159453,2.91108,"[1.5, 4.0]","[2.0, 4.0]",2,1,0,0,1,1,0,0,1,0
20092.19,3.0911784,2.8002715,"[2.75, 7.0]","[2.25, 6.75]",1,1,0,0,0,1,0,0,1,0
20105.22,2.2272177,2.3039343,"[-0.5, 7.0]","[-0.5, 0.5]",2,1,0,1,0,1,0,1,0,0
20108.20,2.7419267,2.6655684,"[1.75, 3.75]","[5.75, 7.0]",2,2,0,0,2,0,1,0,0,1
20109.20,2.52372,2.6130962,"[1.75, 3.75]","[0.0, 3.75]",2,1,0,0,1,1,0,0,1,0
20118.2,2.4546523,2.8734493,"[1.75, 2.0]","[1.75, 2.75]",5,4,0,1,2,2,0,0,3,1
20119.2,1.9574165,3.3696723,"[0.75, 6.25]","[-0.25, 3.75]",2,2,0,0,2,0,0,0,1,1
20121.14,0.40519226,1.7344218,"[-0.5, 1.75]","[3.0, 6.0]",2,2,0,0,2,0,1,0,1,0
20121.7,1.1892223,2.928619,"[0.25, 4.5]","[-2.5, 1.0]",2,2,0,0,1,1,0,2,0,0
20124.1,1.9049656,3.9686904,"[2.0, 6.75]","[2.5, 7.0]",1,1,1,0,0,0,0,0,0,1
20124.16,0.27586913,1.5226849,"[2.75, 5.5]","[2.75, 7.0]",1,1,1,0,0,0,1,0,0,0
20124.2,2.1215467,4.6353707,"[2.0, 6.5]","[1.75, 7.0]",1,1,0,0,1,0,0,0,0,1
20124.3,1.7684995,4.033655,"[2.25, 7.0]","[1.0, 6.75]",2,1,1,0,0,1,0,0,1,0
20129.20,1.3908465,1.9814047,"[1.0, 2.5]","[0.0, 2.5]",2,1,0,0,1,1,0,0,1,0
20133.X,0.25041363,1.2615658,"[1.25, 1.25]","[-1.75, 0.25]",3,3,1,0,2,0,0,1,2,0
20134.X,0.41157496,1.4626726,"[1.25, 2.0]","[-1.5, 0.5]",3,3,1,0,2,0,0,1,2,0
20135.14,0.29059967,0.7913706,"[0.75, 1.5]","[0.5, 1.5]",3,2,1,0,1,1,0,0,1,1
20136.17,0.65348536,1.4394733,"[-1.0, 7.0]","[-2.0, 0.5]",2,1,1,0,1,0,0,1,0,0
20138.1,0.21995972,1.2416909,"[4.0, 7.0]","[-3.25, 0.0]",2,2,2,0,0,0,0,2,0,0
20139.12,-0.3454991,-0.14111619,"[-0.5, 7.0]","[-1.0, -0.5]",2,1,1,0,1,0,0,1,0,0
20139.16,0.4469701,1.038851,"[-1.75, 7.0]","[0.5, 0.5]",3,2,2,0,1,0,0,2,0,0
20139.17,0.48593777,1.179277,"[0.25, 3.75]","[1.75, 5.5]",2,2,0,0,2,0,1,0,1,0
20139.3,0.9346321,0.9621997,"[-0.5, 6.0]","[2.0, 7.0]",1,1,0,0,1,0,1,0,0,0
20139.4,0.7830237,1.0933304,"[-2.25, 0.5]","[1.75, 7.0]",2,1,0,1,1,0,1,0,0,0
20139.5,-0.2684409,0.17254391,"[-2.5, 7.0]","[-1.5, 0.0]",2,1,1,0,1,0,0,1,0,0
20140.14,0.1748551,0.57062215,"[1.25, 1.25]","[-1.5, 1.25]",2,1,1,0,1,0,0,0,1,0
20140.15,0.2667761,0.695479,"[-1.25, 7.0]","[-3.0, -0.25]",2,1,0,1,0,1,0,1,0,0
20141.12,-0.102440104,0.2813982,"[-2.75, 7.0]","[-1.75, -0.25]",2,1,1,1,0,0,0,1,0,0
20141.14,0.943505,2.1029682,"[-0.5, 7.0]","[-1.75, 1.25]",2,1,1,0,1,0,0,1,0,0
20141.5,-0.29346943,0.09143532,"[-6.5, 7.0]","[-1.5, 0.5]",2,1,1,0,1,0,0,0,1,0
20142.18,-0.11653836,0.074871905,"[3.0, 7.0]","[0.5, 2.75]",1,1,1,0,0,0,1,0,0,0
20142.22,0.8462495,1.5173882,"[-1.0, 0.0]","[-1.75, 0.0]",4,3,0,3,1,0,0,2,0,1
20143.X,1.1170734,1.5516522,"[0.5, 2.75]","[0.0, 7.0]",3,2,0,0,3,0,1,0,1,0
20144.14,0.27290237,0.70144844,"[-0.75, 1.5]","[-1.75, -0.5]",3,2,0,1,1,1,0,1,1,0
20144.9,-0.12136842,0.18100701,"[-1.75, 7.0]","[-4.0, 0.5]",2,1,1,0,1,0,0,0,1,0
20145.1,-0.12810375,0.36455935,"[-1.25, 7.0]","[-1.0, -0.25]",2,1,1,0,1,0,0,1,0,0
20145.10,-0.6635137,-0.77208865,"[-1.0, 0.0]","[-2.25, 0.0]",2,1,0,0,1,1,0,0,1,0
20145.12,-0.2991078,-0.09126433,"[-2.25, 7.0]","[-2.0, -0.25]",2,1,1,0,1,0,0,0,1,0
20145.14,0.26045454,0.6213524,"[0.25, 1.25]","[-2.0, 1.25]",2,1,0,0,1,1,0,0,1,0
20145.4,0.15584032,0.73745495,"[0.75, 0.75]","[0.25, 0.75]",2,2,1,0,1,0,0,0,1,1
20145.8,-0.15882836,0.1937225,"[-2.0, 7.0]","[-2.25, -0.25]",2,1,1,0,1,0,0,1,0,0
20145.9,0.6515692,1.6708168,"[1.0, 3.5]","[0.0, 3.5]",3,2,1,0,2,0,0,0,2,0
20145.X,0.18576121,0.96555656,"[0.75, 1.0]","[-0.75, 1.25]",3,3,1,0,2,0,0,0,3,0
20146.17,0.27742952,0.6739499,"[0.25, 6.0]","[-2.0, 7.0]",1,1,0,0,1,0,0,0,0,1
20146.4,-0.3044545,-0.21556412,"[-2.25, 0.75]","[-1.25, 0.75]",2,1,0,0,1,1,0,0,1,0
20148.1,1.033383,0.53444326,"[-1.75, 0.25]","[0.25, 0.25]",3,3,1,1,1,0,0,1,2,0
20151.14,0.6990515,1.6863805,"[-0.75, 0.25]","[-4.75, 7.0]",3,2,0,1,2,0,0,1,0,1
20151.17,0.9010178,2.2467952,"[0.75, 5.25]","[2.0, 7.0]",1,1,0,0,1,0,0,0,0,1
20154.4,1.2658968,0.8103494,"[-0.25, 0.5]","[1.75, 5.0]",3,2,0,2,1,0,2,0,0,0
20154.9,0.6576387,1.9251317,"[2.5, 4.25]","[-0.75, 4.25]",2,1,1,0,1,0,0,0,1,0
20157.11,0.2998339,1.1476115,"[2.0, 3.25]","[0.0, 3.25]",3,2,2,0,1,0,0,0,2,0
20158.1,0.252198,0.9839807,"[1.5, 7.0]","[-2.5, 0.25]",2,2,1,0,0,1,0,2,0,0
20158.9,-0.10437299,0.20817702,"[-1.75, -0.75]","[-0.5, 0.0]",3,3,1,0,2,0,0,1,1,1
20159.1,0.51163554,0.5809,"[0.0, 2.0]","[-1.5, 1.5]",6,5,1,1,3,1,0,1,3,1
20159.14,0.14858814,0.5221548,"[0.25, 1.25]","[-2.0, 1.25]",2,1,0,0,1,1,0,0,1,0
20159.15,0.72320765,1.5066274,"[1.5, 3.75]","[-0.75, 3.75]",2,1,1,0,1,0,0,0,1,0
20159.3,-0.15196018,0.2066838,"[0.25, 1.75]","[0.75, 1.75]",3,2,1,0,1,1,1,0,1,0
20159.4,0.4545796,0.8246557,"[0.75, 2.0]","[0.25, 0.75]",5,4,1,0,3,1,0,0,3,1
20159.9,0.22612658,0.7360197,"[-2.0, 0.25]","[2.5, 6.5]",2,2,0,0,2,0,1,0,1,0
20160.14,0.442594,1.1337321,"[-1.75, 7.0]","[-1.25, 1.25]",2,1,1,0,1,0,0,0,1,0
20160.17,0.43471932,1.1690203,"[2.0, 5.25]","[2.0, 7.0]",2,1,2,0,0,0,1,0,0,0
20160.4,0.76958084,1.2174631,"[1.0, 7.0]","[-0.25, 1.25]",2,1,2,0,0,0,0,0,1,0
20160.5,-0.19534941,0.3864961,"[0.5, 1.0]","[-1.5, 7.0]",2,2,2,0,0,0,1,1,0,0
20161.1,0.07479486,1.1210972,"[-2.25, 7.0]","[0.0, 3.75]",2,1,1,0,1,0,0,0,1,0
20161.12,-0.512608,-0.42836753,"[-1.75, 7.0]","[-1.5, -0.25]",2,1,1,0,1,0,0,0,1,0
20161.22,0.79868895,1.4004809,"[-1.0, 7.0]","[-0.25, -0.25]",2,1,0,1,0,1,0,1,0,0
20162.12,0.19918959,1.0135267,"[-1.5, 7.0]","[-1.25, -0.25]",2,1,1,1,0,0,0,1,0,0
20162.17,0.71286684,1.726447,"[0.25, 5.5]","[2.25, 7.0]",1,1,0,0,1,0,1,0,0,0
20162.7,0.7343145,1.7525403,"[2.0, 2.0]","[-1.25, 2.0]",3,2,1,0,2,0,0,0,2,0
20163.1,0.08486447,1.152809,"[-6.0, 7.0]","[-1.25, 0.25]",2,1,1,0,1,0,0,1,0,0
20163.7,-0.07852802,0.5055943,"[-2.0, -0.25]","[-1.25, -0.25]",3,2,1,1,1,0,0,2,0,0
20163.9,0.38997567,1.3563675,"[-1.5, -0.25]","[-1.75, 0.0]",5,4,1,4,0,0,0,4,0,0
20164.1,0.1435094,1.2175163,"[-1.0, -0.25]","[-2.25, -0.25]",4,3,1,3,0,0,0,3,0,0
20164.14,0.5804389,1.4094167,"[1.0, 1.5]","[-1.25, 1.5]",2,1,1,0,1,0,0,0,1,0
20164.4,0.9804937,0.9342118,"[-2.75, 7.0]","[0.25, 7.0]",2,2,1,0,1,0,1,0,1,0
20165.15,0.6408257,1.4931976,"[1.0, 7.0]","[-0.25, 4.75]",2,1,1,0,0,1,0,0,1,0
20165.22,0.6876297,1.1396736,"[-0.75, 3.5]","[-1.25, 7.0]",3,2,0,1,1,1,0,1,0,1
20165.4,-0.27942407,0.11537156,"[-3.0, 7.0]","[-4.5, -0.5]",2,1,1,1,0,0,0,1,0,0
20166.12,-0.076456115,0.32278028,"[-2.0, 7.0]","[-1.25, -0.25]",2,1,1,0,1,0,0,1,0,0
20166.17,0.8564483,2.0311632,"[1.0, 4.0]","[0.25, 4.0]",2,1,0,0,1,1,0,0,1,0
20166.4,0.31894803,1.1162286,"[-0.75, 0.5]","[-1.0, 7.0]",3,2,0,0,3,0,0,1,0,1
20167.22,0.94457746,1.8510443,"[-0.75, 0.5]","[-1.5, 0.5]",4,3,0,4,0,0,0,2,0,1
20167.4,-0.14170192,0.4304789,"[-2.75, 0.0]","[-2.25, 7.0]",3,2,0,1,2,0,1,1,0,0
20168.11,-0.2946164,-0.07563605,"[-2.25, -0.75]","[-0.5, 0.25]",3,2,0,2,1,0,0,0,1,1
20168.16,0.054457895,0.35627487,"[-2.25, 7.0]","[-3.0, -0.5]",2,1,1,1,0,0,0,1,0,0
20168.17,0.58581233,1.2670863,"[-0.5, 6.0]","[-1.75, 7.0]",2,2,1,1,0,0,0,1,0,1
20168.19,1.0626736,2.3459365,"[1.25, 7.0]","[-1.0, -0.25]",2,2,1,0,0,1,0,2,0,0
20168.4,0.54593474,0.9676822,"[-0.5, 7.0]","[-1.75, 7.0]",2,2,1,1,0,0,1,1,0,0
20169.10,-0.4586475,-0.3301954,"[-2.25, 7.0]","[-1.25, -0.5]",2,1,1,0,1,0,0,0,1,0
20169.14,0.08644852,0.4350018,"[-0.75, 1.5]","[1.75, 3.25]",2,2,0,0,2,0,1,0,1,0
20169.9,0.17375532,0.7699079,"[0.75, 4.5]","[2.25, 7.0]",2,1,1,0,1,0,1,0,0,0
20170.17,-0.15095375,0.023680817,"[-0.25, 7.0]","[-0.25, -0.25]",2,2,0,0,0,2,0,2,0,0
20171.12,0.17806694,0.81483215,"[-3.25, 7.0]","[-2.25, 0.0]",2,1,1,1,0,0,0,1,0,0
20171.16,-0.24382,-0.115863346,"[-1.0, -0.75]","[-0.5, 0.0]",4,4,0,2,0,2,0,0,2,2
20171.17,-0.032156035,0.22097515,"[-0.75, 0.0]","[-0.5, 0.0]",2,1,0,0,1,1,0,1,0,0
20172.20,0.53465587,0.96534103,"[-0.25, 0.5]","[0.75, 1.0]",6,6,0,1,5,0,1,0,4,1
20172.3,1.1423519,0.6943554,"[2.25, 3.25]","[0.25, 2.0]",4,4,1,0,3,0,0,0,4,0
20173.19,0.35260063,0.7331565,"[-0.75, 0.0]","[-2.5, 0.0]",2,1,0,1,0,1,0,1,0,0
20177.20,1.3360052,2.088409,"[1.0, 3.25]","[-1.0, 3.25]",2,1,0,0,1,1,0,0,1,0
20178.20,2.3173609,2.7510219,"[2.0, 3.5]","[0.25, 3.5]",2,1,0,0,1,1,0,0,1,0
20183.20,1.6594653,2.301524,"[0.5, 7.0]","[-0.25, 2.75]",2,1,1,0,1,0,0,0,1,0
20184.22,1.6611389,2.2021549,"[1.0, 2.5]","[1.0, 2.5]",2,1,0,0,1,1,0,0,1,0
20186.22,1.0258703,1.612971,"[0.25, 2.75]","[0.75, 2.75]",2,1,0,0,1,1,0,0,1,0
204.2,-0.41193837,-0.28325257,"[-3.0, 7.0]","[-4.0, 0.0]",1,1,0,0,0,1,0,0,1,0
207.10,-0.28352916,-0.19588675,"[-2.25, 1.25]","[-2.25, 1.25]",3,3,0,0,1,2,0,0,2,1
207.12,-0.6796035,-0.5035377,"[-3.0, 7.0]","[-4.5, 2.0]",2,1,0,0,0,2,0,0,1,0
207.15,-0.8016911,-0.6767801,"[-2.5, 7.0]","[-4.25, 1.0]",2,1,0,0,0,2,0,0,1,0
207.17,0.08554642,0.13810109,"[-2.5, 7.0]","[-2.75, 2.0]",2,1,0,0,0,2,0,0,1,0
207.18,-1.0614537,-1.1481005,"[-2.75, 1.25]","[-3.5, 7.0]",1,1,0,0,1,0,0,0,0,1
207.4,-1.0159029,-0.9707863,"[-3.5, 7.0]","[-3.75, 1.75]",2,1,0,0,0,2,0,0,1,0
207.5,-0.21195899,-0.13136514,"[-1.75, 1.25]","[-3.25, 1.25]",2,2,0,0,1,1,0,0,1,1
217.17,-1.5891584,-2.0087614,"[-3.0, 7.0]","[-4.0, -1.25]",1,1,0,0,0,1,0,0,1,0
219.2,-1.1725463,-1.1260453,"[-2.75, -0.75]","[-2.25, 7.0]",1,1,0,0,1,0,0,0,0,1
219.5,-1.7053431,-2.1569905,"[-3.0, 7.0]","[-3.25, -1.75]",1,1,0,0,0,1,0,0,1,0
220.11,-0.6610432,-0.49422202,"[-1.75, 7.0]","[-3.0, 1.75]",2,1,0,0,0,2,0,0,1,0
220.17,-0.75122553,-0.5641176,"[-2.75, 7.0]","[-1.0, 2.0]",2,1,0,0,0,2,0,0,1,0
220.19,-1.4111228,-1.7914841,"[-4.0, -0.75]","[-2.5, 7.0]",1,1,0,0,1,0,0,0,0,1
220.2,-1.141571,-1.088055,"[-2.0, 7.0]","[-3.25, 0.5]",2,1,0,0,0,2,0,0,1,0
220.20,-1.3466916,-1.6395669,"[-3.5, 7.0]","[-3.25, 0.25]",2,1,0,0,0,2,0,0,1,0
220.7,-1.3815902,-1.6566926,"[-2.25, 7.0]","[-3.5, -0.25]",2,1,0,0,0,2,0,0,1,0
226.1,-0.8742803,-0.61984575,"[-1.75, 7.0]","[-2.0, 2.0]",2,1,0,0,0,2,0,0,1,0
227.1,-1.5851039,-1.741314,"[-2.25, 7.0]","[-3.75, 1.25]",2,1,0,0,0,2,0,0,1,0
227.2,-1.8469696,-2.3745952,"[-3.5, 7.0]","[-6.0, -0.75]",2,1,0,0,0,2,0,0,1,0
227.4,-1.438157,-1.7653774,"[-3.25, 7.0]","[-4.25, 0.25]",2,1,0,0,0,2,0,0,1,0
247.1,-0.80987275,-0.5640574,"[-2.75, 2.0]","[-2.5, 0.0]",2,2,0,0,1,1,0,0,2,0
247.11,-0.147916,-0.0844213,"[-0.75, 7.0]","[-2.5, 3.0]",2,1,0,0,0,2,0,0,1,0
247.20,-1.2554173,-1.4769167,"[-4.0, 0.75]","[-3.25, 7.0]",1,1,0,0,1,0,0,0,0,1
247.4,0.10356015,0.1840614,"[-2.0, 1.5]","[-4.75, 7.0]",1,1,0,0,1,0,0,0,0,1
247.X,-0.9601235,-0.9087242,"[-2.75, 0.0]","[-1.5, 0.25]",2,1,0,0,1,1,0,0,1,0
257.1,0.020511203,0.1574205,"[0.0, 7.0]","[-1.25, 3.0]",2,1,0,0,0,2,0,0,1,0
