sequenceID,log_lambda,fold_1_total_labels,fold_2_total_labels,fold_1_fp_errs,fold_1_fn_errs,fold_1_tp,fold_1_tn,fold_2_fp_errs,fold_2_fn_errs,fold_2_tp,fold_2_tn
188.1,0.7981163727255747,2,1,0,0,0,2,0,0,1,0
188.2,0.7638123215034027,1,1,0,0,1,0,0,0,0,1
188.3,0.7442206795850465,2,1,0,0,0,2,0,0,1,0
188.6,0.7329701661749132,1,1,0,1,0,0,0,0,0,1
188.9,0.7106079707861501,1,1,0,0,0,1,0,1,0,0
189.1,0.8115779924342207,1,1,0,0,0,1,0,1,0,0
189.11,0.737159672786626,2,1,0,0,0,2,0,0,1,0
189.15,0.6913162559962268,2,1,0,0,0,2,0,1,0,0
189.17,0.7414217662600587,2,1,0,0,0,2,0,0,1,0
189.18,0.6866195052040635,2,1,0,1,0,1,0,1,0,0
189.2,0.780019467948788,1,1,0,0,0,1,0,1,0,0
189.20,0.692604922986833,1,1,0,0,0,1,0,1,0,0
189.3,0.7756939307571851,1,1,0,1,0,0,0,0,0,1
189.5,0.7576681445735329,2,1,0,0,0,2,0,1,0,0
189.X,0.7343957411874764,1,1,0,1,0,0,0,0,0,1
2.1,0.7928520726006257,2,1,0,0,0,2,0,0,1,0
2.19,0.6121843881982422,1,1,0,1,0,0,0,0,0,1
20003.2,1.0003699922043627,2,2,0,0,2,0,0,0,0,2
20005.2,1.0003699922043627,4,4,0,2,2,0,0,0,2,2
20005.3,0.9920680736781993,3,3,0,0,2,1,0,2,1,0
20033.11,0.9775393494739816,2,2,1,0,1,0,0,0,2,0
20052.3,0.9920680736781993,2,1,1,1,0,0,0,1,0,0
20082.22,1.004569629903228,2,2,0,0,2,0,0,0,1,1
20090.20,1.028711701677987,2,1,0,0,1,1,0,0,1,0
20092.19,1.0136321406054067,1,1,1,0,0,0,0,0,1,0
20105.22,1.004569629903228,2,1,0,1,0,1,0,1,0,0
20108.20,1.028711701677987,2,2,0,0,2,0,1,0,0,1
20109.20,1.028711701677987,2,1,0,0,1,1,0,0,1,0
20118.2,1.0003699922043627,5,4,0,1,2,2,0,0,3,1
20119.2,1.0003699922043627,2,2,0,0,2,0,0,0,1,1
20121.14,0.9547040480545149,2,2,0,2,0,0,1,0,1,0
20121.7,0.9796433799136198,2,2,0,0,1,1,0,2,0,0
20124.1,0.995504301390652,1,1,0,0,1,0,1,0,0,0
20124.16,0.947290966286752,1,1,1,0,0,0,1,0,0,0
20124.2,1.0003699922043627,1,1,0,0,1,0,0,0,0,1
20124.3,0.9920680736781993,2,1,0,0,0,2,0,0,1,0
20129.20,1.0269984813216186,2,1,0,0,1,1,0,0,1,0
20133.X,0.915724546101795,3,3,0,1,1,1,0,1,2,0
20134.X,0.915724546101795,3,3,0,0,2,1,0,1,2,0
20135.14,0.8864051431236021,3,2,0,1,0,2,0,1,0,1
20136.17,0.879268946419207,2,1,0,1,0,1,0,1,0,0
20138.1,0.936207466503931,2,2,2,0,0,0,0,2,0,0
20139.12,0.9077392440954729,2,1,0,1,0,1,0,1,0,0
20139.16,0.8795922433546773,3,2,0,2,0,1,0,2,0,0
20139.17,0.879268946419207,2,2,0,0,2,0,0,0,1,1
20139.3,0.9288249213573663,1,1,0,0,1,0,0,0,0,1
20139.4,0.9268449142302094,2,1,0,2,0,0,0,0,0,1
20139.5,0.924068762699198,2,1,1,1,0,0,0,1,0,0
20140.14,0.8864051431236021,2,1,0,1,0,1,0,1,0,0
20140.15,0.8819112784458961,2,1,0,1,0,1,0,1,0,0
20141.12,0.9077392440954729,2,1,0,1,0,1,0,1,0,0
20141.14,0.8864051431236021,2,1,0,1,0,1,0,1,0,0
20141.5,0.924068762699198,2,1,0,1,0,1,0,1,0,0
20142.18,0.8768535894315952,1,1,1,0,0,0,0,0,1,0
20142.22,0.8304919976806436,4,3,0,4,0,0,0,2,0,1
20143.X,0.915724546101795,3,2,0,0,3,0,0,1,0,1
20144.14,0.8864051431236021,3,2,0,2,0,1,0,2,0,0
20144.9,0.903652012211372,2,1,0,1,0,1,0,1,0,0
20145.1,0.936207466503931,2,1,0,1,0,1,0,1,0,0
20145.10,0.9084285434633403,2,1,0,1,0,1,0,1,0,0
20145.12,0.9077392440954729,2,1,0,1,0,1,0,1,0,0
20145.14,0.8864051431236021,2,1,0,1,0,1,0,1,0,0
20145.4,0.9268449142302094,2,2,0,1,0,1,0,1,0,1
20145.8,0.9126213931763998,2,1,0,1,0,1,0,1,0,0
20145.9,0.903652012211372,3,2,0,0,2,1,0,0,2,0
20145.X,0.915724546101795,3,3,0,1,1,1,0,1,2,0
20146.17,0.879268946419207,1,1,0,0,1,0,0,0,0,1
20146.4,0.9268449142302094,2,1,0,1,0,1,0,1,0,0
20148.1,0.936207466503931,3,3,0,2,0,1,0,2,1,0
20151.14,0.8864051431236021,3,2,0,3,0,0,0,1,0,1
20151.17,0.879268946419207,1,1,0,0,1,0,0,0,0,1
20154.4,0.9268449142302094,3,2,0,2,1,0,0,0,1,1
20154.9,0.903652012211372,2,1,1,0,1,0,0,0,1,0
20157.11,0.9078548202339879,3,2,0,0,2,1,0,0,2,0
20158.1,0.936207466503931,2,2,0,0,0,2,0,2,0,0
20158.9,0.903652012211372,3,3,0,2,0,1,0,2,0,1
20159.1,0.936207466503931,6,5,0,3,1,2,0,3,1,1
20159.14,0.8864051431236021,2,1,0,1,0,1,0,1,0,0
20159.15,0.8819112784458961,2,1,0,0,1,1,0,0,1,0
20159.3,0.9288249213573663,3,2,0,1,0,2,0,1,0,1
20159.4,0.9268449142302094,5,4,0,1,2,2,0,3,0,1
20159.9,0.903652012211372,2,2,0,2,0,0,1,0,1,0
20160.14,0.8864051431236021,2,1,0,1,0,1,0,1,0,0
20160.17,0.879268946419207,2,1,0,0,1,1,0,0,0,1
20160.4,0.9268449142302094,2,1,1,1,0,0,0,1,0,0
20160.5,0.924068762699198,2,2,0,2,0,0,0,1,0,1
20161.1,0.936207466503931,2,1,0,1,0,1,0,0,1,0
20161.12,0.9077392440954729,2,1,0,1,0,1,0,1,0,0
20161.22,0.8304919976806436,2,1,0,1,0,1,0,1,0,0
20162.12,0.9077392440954729,2,1,0,1,0,1,0,1,0,0
20162.17,0.879268946419207,1,1,0,0,1,0,1,0,0,0
20162.7,0.916965165435079,3,2,0,1,1,1,0,1,1,0
20163.1,0.936207466503931,2,1,0,1,0,1,0,1,0,0
20163.7,0.916965165435079,3,2,0,2,0,1,0,2,0,0
20163.9,0.903652012211372,5,4,0,4,0,1,0,4,0,0
20164.1,0.936207466503931,4,3,1,3,0,0,0,3,0,0
20164.14,0.8864051431236021,2,1,0,1,0,1,0,1,0,0
20164.4,0.9268449142302094,2,2,0,1,0,1,0,1,0,1
20165.15,0.8819112784458961,2,1,0,0,0,2,0,0,1,0
20165.22,0.8304919976806436,3,2,0,1,1,1,0,1,0,1
20165.4,0.9268449142302094,2,1,0,1,0,1,0,1,0,0
20166.12,0.9077392440954729,2,1,0,1,0,1,0,1,0,0
20166.17,0.879268946419207,2,1,0,0,1,1,0,0,1,0
20166.4,0.9268449142302094,3,2,0,3,0,0,0,1,0,1
20167.22,0.8304919976806436,4,3,0,4,0,0,0,2,0,1
20167.4,0.9268449142302094,3,2,0,3,0,0,0,1,0,1
20168.11,0.9078548202339879,3,2,0,3,0,0,0,1,0,1
20168.16,0.8795922433546773,2,1,0,1,0,1,0,1,0,0
20168.17,0.879268946419207,2,2,0,1,1,0,0,1,0,1
20168.19,0.8593458091546048,2,2,0,0,0,2,0,2,0,0
20168.4,0.9268449142302094,2,2,0,1,0,1,0,1,0,1
20169.10,0.9084285434633403,2,1,0,1,0,1,0,1,0,0
20169.14,0.8864051431236021,2,2,0,2,0,0,0,0,1,1
20169.9,0.903652012211372,2,1,0,0,1,1,1,0,0,0
20170.17,0.879268946419207,2,2,0,0,0,2,0,2,0,0
20171.12,0.9077392440954729,2,1,0,1,0,1,0,1,0,0
20171.16,0.8795922433546773,4,4,0,2,0,2,0,2,0,2
20171.17,0.879268946419207,2,1,0,1,0,1,0,1,0,0
20172.20,0.8636314098464394,6,6,0,5,1,0,0,3,1,2
20172.3,0.9288249213573663,4,4,1,0,3,0,0,2,2,0
20173.19,0.8593458091546048,2,1,0,1,0,1,0,1,0,0
20177.20,1.0269984813216186,2,1,0,0,1,1,0,0,1,0
20178.20,1.0269984813216186,2,1,0,0,1,1,0,0,1,0
20183.20,1.0269984813216186,2,1,1,0,1,0,0,0,1,0
20184.22,1.0020599428951595,2,1,0,0,1,1,0,0,1,0
20186.22,1.0020599428951595,2,1,0,0,1,1,0,0,1,0
204.2,0.7420540024795576,1,1,0,0,0,1,0,1,0,0
207.10,0.6951161424901524,3,3,0,1,0,2,0,1,1,1
207.12,0.7241379687616049,2,1,0,0,0,2,0,0,1,0
207.15,0.6464837936117841,2,1,0,0,0,2,0,1,0,0
207.17,0.7120847173297773,2,1,0,0,0,2,0,0,1,0
207.18,0.6378703630568786,1,1,0,1,0,0,0,0,0,1
207.4,0.7101087904560166,2,1,0,0,0,2,0,0,1,0
207.5,0.7241379687616049,2,2,0,1,0,1,0,1,0,1
217.17,0.7027255769536591,1,1,0,0,0,1,0,1,0,0
219.2,0.7533092742641201,1,1,0,1,0,0,0,0,0,1
219.5,0.7288881041728058,1,1,0,0,0,1,0,1,0,0
220.11,0.7049140835216315,2,1,0,0,0,2,0,0,1,0
220.17,0.7130523292883825,2,1,0,0,0,2,0,0,1,0
220.19,0.6085734194244135,1,1,0,1,0,0,0,0,0,1
220.2,0.7492049540783133,2,1,0,0,0,2,0,1,0,0
220.20,0.6573709160265795,2,1,0,0,0,2,0,1,0,0
220.7,0.692604922986833,2,1,0,0,0,2,0,1,0,0
226.1,0.7886158216148853,2,1,0,0,0,2,0,0,1,0
227.1,0.7782536505923172,2,1,0,0,0,2,0,1,0,0
227.2,0.7340421529157346,2,1,0,0,0,2,0,1,0,0
227.4,0.6873090339650147,2,1,0,0,0,2,0,1,0,0
247.1,0.7936926308777008,2,2,0,0,1,1,0,2,0,0
247.11,0.707558801506063,2,1,0,0,0,2,0,0,1,0
247.20,0.6563473458846357,1,1,0,1,0,0,0,0,0,1
247.4,0.7163378459523246,1,1,0,1,0,0,0,0,0,1
247.X,0.6893398650638501,2,1,0,1,0,1,0,1,0,0
257.1,0.7943842360309468,2,1,0,0,0,2,0,0,1,0
257.10,0.7065126458133705,1,1,0,0,0,1,0,0,1,0
257.17,0.716794887984535,2,1,0,0,0,2,0,1,0,0
26.11,0.697543754204112,2,1,0,0,0,2,0,1,0,0
26.17,0.7027255769536591,1,1,0,1,0,0,0,0,0,1
26.4,0.7004683243076606,2,1,0,1,0,1,0,1,0,0
26.8,0.6801080379286821,2,1,0,0,0,2,0,1,0,0
268.3,0.7177001059910276,1,1,0,0,0,1,0,0,1,0
270.11,0.6563473458846357,1,1,0,0,0,1,0,0,1,0
273.17,0.7144792679942598,2,1,0,0,0,2,0,0,1,0
273.6,0.7115958892986699,2,1,0,0,1,1,0,0,1,0
275.1,0.7915688416707287,2,1,0,0,0,2,0,0,1,0
275.2,0.7480656285993055,2,1,0,1,0,1,0,0,1,0
294.1,0.7867725274185485,2,1,0,0,0,2,0,1,0,0
30001.3,0.8950905146856489,4,3,0,1,1,2,0,1,1,1
30001.8,0.8688361611645272,1,1,0,0,1,0,0,0,0,1
30011.11,0.994295900891496,3,2,3,0,0,0,1,0,1,0
30011.13,0.9782076013455167,1,1,1,0,0,0,0,1,0,0
30011.15,0.9777519052935522,1,1,0,1,0,0,1,0,0,0
30011.2,1.0174772797084515,2,1,1,0,1,0,0,0,0,1
30011.22,0.9475831909075579,3,2,0,0,2,1,0,0,1,1
30011.7,1.003998544729166,3,2,1,0,1,1,1,0,1,0
30011.8,0.993572387806059,2,1,0,0,1,1,1,0,0,0
30016.6,1.0036101418774832,4,3,1,1,2,0,0,2,1,0
30020.4,1.0028729503706009,3,2,1,0,2,0,2,0,0,0
30022.12,0.8847932120328136,1,1,0,0,1,0,0,0,0,1
30022.17,0.8835357296100776,1,1,0,0,1,0,1,0,0,0
30022.9,0.8683275865944826,3,2,0,0,2,1,0,0,1,1
30023.17,0.8835357296100776,2,1,0,0,1,1,0,0,1,0
30023.9,0.8683275865944826,2,1,1,0,1,0,0,0,1,0
30024.17,0.8835357296100776,1,1,0,0,1,0,0,0,0,1
30024.4,0.8797385168345596,2,1,0,0,1,1,0,0,1,0
30024.6,0.888778238939059,2,1,1,0,1,0,0,0,1,0
311.1,0.7896658228419821,1,1,0,0,1,0,0,0,0,1
311.11,0.6987277979849824,1,1,0,0,0,1,0,1,0,0
311.15,0.6476422229130917,2,1,0,0,0,2,0,0,1,0
311.16,0.6521144240660837,2,1,0,0,0,2,0,0,1,0
311.20,0.6476422229130917,1,1,0,0,0,1,0,1,0,0
311.7,0.6900045759836461,2,1,0,0,0,2,0,0,1,0
314.1,0.7869282837452927,2,1,0,0,0,2,0,0,1,0
314.5,0.7135311981299335,1,1,0,0,0,1,0,1,0,0
314.8,0.6793482528861321,1,1,0,0,0,1,0,0,1,0
316.1,0.7899625157472061,1,1,0,0,0,1,0,1,0,0
316.10,0.684511607959025,1,1,0,0,0,1,0,1,0,0
316.12,0.7177001059910276,1,1,0,1,0,0,0,0,0,1
316.15,0.6404265605912418,2,1,0,0,0,2,0,1,0,0
316.20,0.6499097836768011,1,1,0,0,0,1,0,1,0,0
316.7,0.6837954822107813,2,1,0,0,0,2,0,0,1,0
329.11,0.6913162559962268,1,1,0,1,0,0,0,0,0,1
329.17,0.7021678641777299,2,1,0,0,0,2,0,0,1,0
329.18,0.6252617842798726,1,1,0,1,0,0,0,0,0,1
329.4,0.6873090339650147,2,2,0,1,0,1,0,1,0,1
329.6,0.6859235010593953,1,1,0,0,0,1,0,1,0,0
329.8,0.666928765372233,1,1,0,0,0,1,0,1,0,0
33.1,0.8115779924342207,1,1,0,0,0,1,0,1,0,0
33.3,0.7756939307571851,2,1,0,0,1,1,0,1,0,0
33.6,0.7494867252744079,1,1,0,1,0,0,0,0,0,1
33.7,0.7368203194565994,1,1,0,0,0,1,0,1,0,0
330.1,0.7791428535801814,2,1,0,0,0,2,0,0,1,0
330.16,0.618976711428782,1,1,0,0,0,1,0,1,0,0
330.17,0.7021678641777299,2,1,0,0,0,2,0,1,0,0
331.1,0.7789660308784205,1,1,0,0,1,0,0,0,0,1
331.11,0.692604922986833,3,2,0,0,1,2,0,1,0,1
331.12,0.716794887984535,2,1,0,0,0,2,0,0,1,0
331.16,0.6267617780521088,1,1,0,0,1,0,0,0,0,1
331.17,0.7049140835216315,3,2,0,2,1,0,0,0,0,2
331.2,0.7354455370463594,1,1,0,0,1,0,0,0,0,1
331.20,0.6453083363885308,1,1,0,0,0,1,0,1,0,0
331.4,0.6944963827233568,3,3,0,1,0,2,0,1,1,1
331.5,0.7140068308542336,1,1,0,0,0,1,0,0,1,0
331.6,0.6957306791310346,2,2,0,1,0,1,0,1,0,1
332.1,0.7664605616583968,1,1,0,0,1,0,0,0,0,1
332.18,0.5988224392024553,1,1,0,1,0,0,0,0,0,1
332.6,0.6499097836768011,2,1,0,0,0,2,0,1,0,0
332.7,0.662296843159195,2,1,0,0,0,2,0,1,0,0
340.1,0.7889176793822938,1,1,0,1,0,0,0,0,0,1
340.6,0.7027255769536591,2,1,0,0,0,2,0,1,0,0
340.9,0.6746212317968743,1,1,0,0,0,1,0,1,0,0
341.1,0.793133564355301,2,1,0,0,0,2,0,0,1,0
349.1,0.7586524713276277,1,1,0,0,1,0,0,0,0,1
349.17,0.684511607959025,1,1,0,0,0,1,0,1,0,0
349.2,0.6859235010593953,1,1,0,1,0,0,0,0,0,1
352.17,0.7054509206156471,2,1,0,0,0,2,0,0,1,0
352.3,0.7043731887030873,2,1,0,0,0,2,0,1,0,0
360.1,0.7932738184667,1,1,0,0,1,0,0,0,0,1
364.2,0.7527766995407837,2,1,0,0,0,2,0,1,0,0
371.10,0.6103979578440043,1,1,0,0,0,1,0,1,0,0
371.14,0.5945942496420977,1,1,0,0,0,1,0,1,0,0
371.17,0.6721422429469095,2,1,0,0,0,2,0,1,0,0
373.14,0.5988224392024553,1,1,0,0,0,1,0,1,0,0
375.1,0.7601013346523744,1,1,0,0,1,0,0,0,0,1
375.12,0.7021678641777299,1,1,0,0,0,1,0,1,0,0
375.3,0.697543754204112,2,1,0,0,0,2,0,0,1,0
375.4,0.662296843159195,1,1,0,1,0,0,0,0,0,1
375.7,0.6487840750613836,2,1,0,0,0,2,0,1,0,0
378.1,0.7887669379733835,3,2,0,0,1,2,0,0,1,1
378.10,0.6951161424901524,1,1,0,0,0,1,0,0,1,0
378.11,0.701605793915909,2,1,0,0,0,2,0,0,1,0
378.7,0.6873090339650147,2,1,0,0,0,2,0,0,1,0
39.1,0.7856709591012276,1,1,0,0,0,1,0,1,0,0
39.11,0.6944963827233568,2,2,0,1,0,1,0,0,1,1
39.20,0.6510197660759244,1,1,0,1,0,0,0,0,0,1
39.8,0.6816049012270191,2,2,0,1,0,1,0,1,0,1
419.11,0.7368203194565994,2,1,0,0,0,2,0,0,1,0
421.5,0.7576681445735329,2,1,0,0,0,2,0,1,0,0
429.11,0.737159672786626,1,1,0,0,0,1,0,1,0,0
429.17,0.7414217662600587,1,1,0,1,0,0,0,0,0,1
429.5,0.7574196999766183,2,1,0,0,0,2,0,1,0,0
44.17,0.7135311981299335,1,1,0,0,1,0,0,0,0,1
44.19,0.6103979578440043,1,1,0,0,0,1,0,1,0,0
44.3,0.7311449830794529,2,2,0,1,0,1,0,1,0,1
44.5,0.7288881041728058,2,1,0,0,0,2,0,0,1,0
44.7,0.6957306791310346,2,1,0,0,0,2,0,0,1,0
441.11,0.735791871220439,2,1,0,0,0,2,0,1,0,0
446.1,0.8109579435171798,2,2,0,1,0,1,0,2,0,0
446.10,0.7364792457063775,1,1,0,0,0,1,0,1,0,0
446.11,0.7364792457063775,1,1,0,0,0,1,0,0,1,0
446.17,0.7411033852814108,2,1,0,0,0,2,0,1,0,0
446.2,0.7796703113915016,1,1,0,1,0,0,0,0,0,1
446.3,0.7755070017849233,1,1,0,1,0,0,0,0,0,1
446.8,0.756919927365226,1,1,0,0,0,1,0,1,0,0
464.2,0.7798451361127412,2,1,0,0,0,2,0,1,0,0
470.1,0.811061745589301,1,1,0,0,0,1,0,1,0,0
470.17,0.7414217662600587,1,1,0,1,0,0,0,0,0,1
479.11,0.737159672786626,2,1,0,1,0,1,0,1,0,0
479.17,0.7414217662600587,2,1,0,0,0,2,0,1,0,0
482.5,0.7574196999766183,2,1,0,0,0,2,0,1,0,0
482.8,0.756919927365226,2,1,0,1,0,1,0,1,0,0
487.11,0.737159672786626,2,1,0,0,0,2,0,1,0,0
487.17,0.7414217662600587,2,1,0,0,0,2,0,0,1,0
487.4,0.7608137077294819,1,1,0,1,0,0,0,0,0,1
487.6,0.7497672920032818,2,1,0,0,0,2,0,1,0,0
50.13,0.6521144240660837,1,1,0,1,0,0,0,0,0,1
50.14,0.6391585355640311,1,1,0,1,0,0,0,0,0,1
50.2,0.7411033852814108,1,1,0,1,0,0,0,0,0,1
50.6,0.6981381933003685,2,1,0,2,0,0,0,0,0,1
508.1,0.936207466503931,1,1,0,1,0,0,1,0,0,0
508.2,0.9389677596612804,1,1,0,0,0,1,0,1,0,0
513.7,0.7364792457063775,2,1,0,0,0,2,0,1,0,0
516.1,0.8120896894814102,2,1,0,0,0,2,0,1,0,0
516.2,0.7801933095027366,2,1,0,0,0,2,0,1,0,0
522.1,0.8109579435171798,1,1,0,1,0,0,0,0,0,1
522.11,0.737159672786626,2,1,0,0,0,2,0,1,0,0
522.17,0.7394883035927033,2,1,0,0,0,2,0,0,1,0
522.21,0.6267617780521088,1,1,0,0,0,1,0,1,0,0
522.3,0.774942830364841,2,1,0,0,0,2,0,0,1,0
522.4,0.7615182623550251,2,1,0,0,0,2,0,1,0,0
544.17,0.7417386341956723,2,1,0,0,0,2,0,1,0,0
544.2,0.7803666633576041,3,2,0,1,0,2,0,1,0,1
545.17,0.7414217662600587,1,1,0,1,0,0,0,0,0,1
57.1,0.7946586648381602,2,1,0,1,0,1,0,1,0,0
57.12,0.732245970125368,1,1,0,0,0,1,0,0,1,0
57.13,0.6721422429469095,1,1,0,0,0,1,0,1,0,0
57.14,0.6678226789547618,1,1,0,1,0,0,0,0,0,1
57.16,0.6573709160265795,2,1,0,0,0,2,0,1,0,0
57.17,0.7177001059910276,1,1,0,1,0,0,0,0,0,1
57.5,0.7292694749175268,1,1,0,1,0,0,0,0,0,1
57.7,0.6987277979849824,1,1,0,0,0,1,0,1,0,0
57.8,0.697543754204112,1,1,0,1,0,0,0,0,0,1
586.1,0.8115779924342207,1,1,0,0,0,1,0,1,0,0
587.1,0.8115779924342207,2,1,0,0,0,2,0,1,0,0
587.17,0.7414217662600587,2,1,0,0,0,2,0,1,0,0
591.1,0.936207466503931,1,1,1,0,0,0,0,0,1,0
592.1,0.8100152932823558,1,1,0,1,0,0,0,0,0,1
592.2,0.7798451361127412,1,1,0,0,0,1,0,1,0,0
592.3,0.7751314547813473,1,1,0,0,1,0,0,0,0,1
593.11,0.9078548202339879,2,1,1,0,0,1,0,0,1,0
66.1,0.7890680475865334,2,1,0,1,0,1,0,1,0,0
66.17,0.7090997564955035,2,1,0,0,0,2,0,1,0,0
66.21,0.5668944635031614,1,1,0,0,0,1,0,1,0,0
66.5,0.7220577349739188,2,1,0,0,0,2,0,1,0,0
67.19,0.6139341513281693,2,1,0,1,0,1,0,1,0,0
79.5,0.7080761726870842,2,1,0,0,0,2,0,0,1,0
8.1,0.7791428535801814,2,1,0,1,0,1,0,1,0,0
8.11,0.6900045759836461,2,1,0,0,0,2,0,0,1,0
8.12,0.7185937376552045,1,1,0,0,0,1,0,1,0,0
8.17,0.7021678641777299,2,1,0,0,0,2,0,0,1,0
8.18,0.6267617780521088,2,1,0,0,0,2,0,1,0,0
8.2,0.7304009630601382,2,1,0,0,0,2,0,1,0,0
8.20,0.6464837936117841,2,1,0,0,0,2,0,1,0,0
8.7,0.6583812858265025,1,1,0,0,0,1,0,0,1,0
9.1,0.7942465500865428,1,1,1,0,0,0,0,0,1,0
91.12,0.7130523292883825,2,1,0,0,0,2,0,0,1,0
91.17,0.7043731887030873,2,1,0,0,0,2,0,0,1,0
91.7,0.6762300046477937,2,1,0,1,0,1,0,1,0,0
91.X,0.6762300046477937,2,1,0,0,0,2,0,0,1,0
94.11,0.7237269043604236,2,1,0,0,0,2,0,0,1,0
94.16,0.6801080379286821,1,1,0,0,0,1,0,1,0,0
94.17,0.719036294471144,2,1,0,0,0,2,0,0,1,0
94.3,0.7442206795850465,2,1,0,0,0,2,0,0,1,0
94.4,0.7381675706518706,2,1,0,0,0,2,0,0,1,0
96.10,0.7368203194565994,1,1,0,1,0,0,0,0,0,1
96.14,0.7021678641777299,1,1,0,1,0,0,0,0,0,1
