sequenceID,small_end,big_end
20092.19,2.75,7.0
20105.22,-0.5,7.0
20108.20,1.75,3.75
20109.20,1.75,3.75
20118.2,1.75,2.0
20119.2,0.75,6.25
20121.14,-0.5,1.75
20121.7,0.25,4.5
20124.1,2.0,6.75
20124.16,2.75,5.5
20124.2,2.0,6.5
20124.3,2.25,7.0
20129.20,1.0,2.5
20133.X,1.25,1.25
20134.X,1.25,2.0
20135.14,0.75,1.5
20136.17,-1.0,7.0
20138.1,4.0,7.0
20139.12,-0.5,7.0
20139.16,-1.75,7.0
20139.17,0.25,3.75
20139.3,-0.5,6.0
20139.4,-2.25,0.5
20139.5,-2.5,7.0
20140.14,1.25,1.25
20140.15,-1.25,7.0
20141.12,-2.75,7.0
20141.14,-0.5,7.0
20141.5,-6.5,7.0
20142.18,3.0,7.0
20142.22,-1.0,0.0
20143.X,0.5,2.75
20144.14,-0.75,1.5
20144.9,-1.75,7.0
20145.1,-1.25,7.0
20145.10,-1.0,0.0
20145.12,-2.25,7.0
20145.14,0.25,1.25
20145.4,0.75,0.75
20145.8,-2.0,7.0
20145.9,1.0,3.5
20145.X,0.75,1.0
20146.17,0.25,6.0
20146.4,-2.25,0.75
20148.1,-1.75,0.25
20151.14,-0.75,0.25
20151.17,0.75,5.25
20154.4,-0.25,0.5
20154.9,2.5,4.25
20157.11,2.0,3.25
20158.1,1.5,7.0
20158.9,-1.75,-0.75
20159.1,0.0,2.0
20159.14,0.25,1.25
20159.15,1.5,3.75
20159.3,0.25,1.75
20159.4,0.75,2.0
20159.9,-2.0,0.25
20160.14,-1.75,7.0
20160.17,2.0,5.25
20160.4,1.0,7.0
20160.5,0.5,1.0
20161.1,-2.25,7.0
20161.12,-1.75,7.0
20161.22,-1.0,7.0
20162.12,-1.5,7.0
20162.17,0.25,5.5
20162.7,2.0,2.0
20163.1,-6.0,7.0
20163.7,-2.0,-0.25
20163.9,-1.5,-0.25
20164.1,-1.0,-0.25
20164.14,1.0,1.5
20164.4,-2.75,7.0
20165.15,1.0,7.0
20165.22,-0.75,3.5
20165.4,-3.0,7.0
20166.12,-2.0,7.0
20166.17,1.0,4.0
20166.4,-0.75,0.5
20167.22,-0.75,0.5
20167.4,-2.75,0.0
20168.11,-2.25,-0.75
20168.16,-2.25,7.0
20168.17,-0.5,6.0
20168.19,1.25,7.0
20168.4,-0.5,7.0
20169.10,-2.25,7.0
20169.14,-0.75,1.5
20169.9,0.75,4.5
20170.17,-0.25,7.0
20171.12,-3.25,7.0
20171.16,-1.0,-0.75
20171.17,-0.75,0.0
20172.20,-0.25,0.5
20172.3,2.25,3.25
20173.19,-0.75,0.0
20177.20,1.0,3.25
20178.20,2.0,3.5
20183.20,0.5,7.0
20184.22,1.0,2.5
20186.22,0.25,2.75
204.2,-3.0,7.0
207.10,-2.25,1.25
207.12,-3.0,7.0
207.15,-2.5,7.0
207.17,-2.5,7.0
207.18,-2.75,1.25
207.4,-3.5,7.0
207.5,-1.75,1.25
217.17,-3.0,7.0
219.2,-2.75,-0.75
219.5,-3.0,7.0
220.11,-1.75,7.0
220.17,-2.75,7.0
220.19,-4.0,-0.75
220.2,-2.0,7.0
220.20,-3.5,7.0
220.7,-2.25,7.0
226.1,-1.75,7.0
227.1,-2.25,7.0
227.2,-3.5,7.0
227.4,-3.25,7.0
247.1,-2.75,2.0
247.11,-0.75,7.0
247.20,-4.0,0.75
247.4,-2.0,1.5
247.X,-2.75,0.0
257.1,0.0,7.0
257.10,-3.25,7.0
257.17,-1.0,7.0
26.11,-1.75,7.0
26.17,-0.5,1.25
26.4,-2.25,-1.0
26.8,-3.5,7.0
268.3,-1.75,7.0
270.11,1.25,7.0
273.17,-3.0,7.0
273.6,-1.5,1.5
275.1,-2.0,7.0
275.2,-1.5,0.5
294.1,-0.75,7.0
30001.3,1.25,1.5
30001.8,0.75,3.75
30011.11,3.25,4.75
30011.13,3.0,7.0
30011.15,-1.25,1.75
30011.2,1.5,5.75
30011.22,0.25,2.5
30011.7,1.0,7.0
30011.8,0.75,2.5
30016.6,1.5,4.0
30020.4,2.75,4.5
30022.12,-2.75,5.0
30022.17,1.0,4.75
30022.9,-0.25,2.5
30023.17,1.5,2.75
30023.9,0.25,7.0
30024.17,0.0,5.5
30024.4,1.75,3.0
30024.6,2.75,4.25
311.1,-1.75,3.0
311.11,-2.0,7.0
311.15,-0.5,7.0
311.16,-2.0,7.0
311.20,-3.25,7.0
311.7,-1.5,7.0
314.1,1.0,7.0
314.5,-1.75,7.0
314.8,-2.25,7.0
316.1,-3.0,7.0
316.10,-4.75,7.0
316.12,-4.0,1.25
316.15,-3.75,7.0
316.20,-4.5,7.0
316.7,-3.5,7.0
329.11,-2.75,1.0
329.17,-0.25,7.0
329.18,-3.0,1.0
329.4,-1.5,0.0
329.6,-2.75,7.0
329.8,-2.5,7.0
33.1,0.0,7.0
33.3,-2.25,2.5
33.6,-4.0,0.5
33.7,-3.75,7.0
330.1,-2.0,7.0
330.16,-2.25,7.0
330.17,-2.25,7.0
331.1,-1.0,3.0
331.11,-1.0,2.5
331.12,-1.75,7.0
331.16,-1.75,1.5
331.17,-1.75,-1.0
331.2,-2.0,1.75
331.20,-4.25,7.0
331.4,0.0,1.25
331.5,-2.0,7.0
331.6,-1.5,0.75
332.1,0.0,3.0
332.18,-1.75,-0.25
332.6,-0.75,7.0
332.7,-0.5,7.0
340.1,-1.5,1.75
340.6,-1.25,7.0
340.9,-0.5,7.0
341.1,1.0,7.0
349.1,-2.0,2.0
349.17,-3.25,7.0
349.2,-2.75,0.25
352.17,-3.25,7.0
352.3,-1.0,7.0
360.1,-1.25,2.5
364.2,-4.0,7.0
371.10,-2.75,7.0
371.14,-2.75,7.0
371.17,-1.5,7.0
373.14,-3.5,7.0
375.1,-1.75,2.5
375.12,-1.75,7.0
375.3,-1.0,7.0
375.4,-1.75,1.25
375.7,-2.25,7.0
378.1,-0.5,2.75
378.10,-0.75,7.0
378.11,-0.75,7.0
378.7,-0.25,7.0
39.1,-0.25,7.0
39.11,-1.75,1.0
39.20,-3.0,0.0
39.8,-3.25,-0.75
419.11,-1.5,7.0
421.5,-2.75,7.0
429.11,-3.0,7.0
429.17,-0.25,1.25
429.5,-3.25,7.0
44.17,-2.5,2.5
44.19,-3.5,7.0
44.3,-3.25,1.5
44.5,-0.5,7.0
44.7,-3.25,7.0
441.11,-3.75,7.0
446.1,-1.0,1.5
446.10,-3.0,7.0
446.11,-3.25,7.0
446.17,-1.75,7.0
446.2,-2.0,1.5
446.3,-2.25,0.75
446.8,-3.25,7.0
464.2,-2.0,7.0
470.1,-0.75,7.0
470.17,-1.5,0.5
479.11,-3.25,-0.5
479.17,-2.75,7.0
482.5,-2.75,7.0
482.8,-2.25,-1.25
487.11,-2.0,7.0
487.17,-2.0,7.0
487.4,-3.0,0.5
487.6,-3.25,7.0
50.13,-3.0,0.5
50.14,-3.25,-0.25
50.2,-3.5,1.0
50.6,-2.25,-1.5
508.1,-7.0,7.0
508.2,-0.75,7.0
513.7,-2.25,7.0
516.1,-1.75,7.0
516.2,-4.25,7.0
522.1,-1.0,0.25
522.11,-2.0,7.0
522.17,-1.5,7.0
522.21,-5.75,7.0
522.3,-2.5,7.0
522.4,-3.75,7.0
544.17,-2.25,7.0
544.2,-3.0,-0.25
545.17,-1.25,1.5
57.1,-0.5,0.75
57.12,-1.25,7.0
57.13,-3.75,7.0
57.14,-1.0,1.25
57.16,-3.5,7.0
57.17,-0.75,1.25
57.5,-1.25,1.5
57.7,-2.0,7.0
57.8,-3.0,1.5
586.1,-1.5,7.0
587.1,-1.25,7.0
587.17,-2.25,7.0
591.1,2.5,7.0
592.1,-1.75,1.25
592.2,-3.5,7.0
592.3,-2.0,1.75
593.11,2.25,7.0
66.1,-1.5,-0.5
66.17,-2.0,7.0
66.21,-1.75,7.0
66.5,-3.0,7.0
67.19,-2.75,-0.5
79.5,-1.25,7.0
8.1,-2.25,1.25
8.11,-1.0,7.0
8.12,-2.5,7.0
8.17,-1.25,7.0
8.18,-3.25,7.0
8.2,-2.5,7.0
8.20,-3.0,7.0
8.7,-2.75,7.0
9.1,2.75,7.0
91.12,-2.5,7.0
91.17,-2.0,7.0
91.7,-2.75,-0.5
91.X,-2.25,7.0
94.11,-0.75,7.0
94.16,-4.25,7.0
94.17,-1.25,7.0
94.3,-1.75,7.0
94.4,-2.25,7.0
96.10,-4.25,-1.25
96.14,-4.0,-1.0
