sequenceID,log_lambda,fold_1_total_labels,fold_2_total_labels,fold_1_fp_errs,fold_1_fn_errs,fold_1_tp,fold_1_tn,fold_2_fp_errs,fold_2_fn_errs,fold_2_tp,fold_2_tn
20158.1,0.33358778911887815,2,2,1,0,0,1,0,2,0,0
20158.9,0.31821690869712743,3,3,1,2,0,0,0,2,0,1
20159.1,0.33358778911887815,6,5,0,1,3,2,0,1,3,1
20159.14,0.3098479559661734,2,1,0,0,1,1,0,0,1,0
20159.15,0.30764058537384575,2,1,1,0,1,0,0,0,1,0
20159.3,0.33014954816769093,3,2,0,0,1,2,0,0,1,1
20159.4,0.329222759921963,5,4,0,0,3,2,0,0,3,1
20159.9,0.31821690869712743,2,2,0,2,0,0,1,0,1,0
20160.14,0.3098479559661734,2,1,1,0,1,0,0,0,1,0
20160.17,0.3063374239331533,2,1,2,0,0,0,1,0,0,0
20160.4,0.329222759921963,2,1,2,0,0,0,0,0,1,0
20160.5,0.3279199782633881,2,2,0,0,2,0,1,1,0,0
20161.1,0.33358778911887815,2,1,1,0,1,0,0,0,1,0
20161.12,0.32017680031065715,2,1,1,1,0,0,0,1,0,0
20161.22,0.28155114080309257,2,1,0,1,0,1,0,1,0,0
20162.12,0.32017680031065715,2,1,1,1,0,0,0,1,0,0
20162.17,0.3063374239331533,1,1,0,0,1,0,1,0,0,0
20162.7,0.32456852628150357,3,2,1,0,2,0,0,0,2,0
20163.1,0.33358778911887815,2,1,1,1,0,0,0,1,0,0
20163.7,0.32456852628150357,3,2,0,2,0,1,0,2,0,0
20163.9,0.31821690869712743,5,4,0,4,0,1,0,4,0,0
20164.1,0.33358778911887815,4,3,1,3,0,0,0,3,0,0
20164.14,0.3098479559661734,2,1,1,0,1,0,0,0,1,0
20164.4,0.329222759921963,2,2,1,0,1,0,1,0,1,0
20165.15,0.30764058537384575,2,1,1,0,0,1,0,0,1,0
20165.22,0.28155114080309257,3,2,0,1,1,1,0,1,0,1
20165.4,0.329222759921963,2,1,0,1,0,1,0,1,0,0
20166.12,0.32017680031065715,2,1,0,1,0,1,0,1,0,0
20166.17,0.3063374239331533,2,1,1,0,1,0,0,0,1,0
20166.4,0.329222759921963,3,2,0,1,2,0,1,1,0,0
20167.22,0.28155114080309257,4,3,0,1,3,0,1,1,1,0
20167.4,0.329222759921963,3,2,0,3,0,0,0,1,0,1
20168.11,0.32023209249325535,3,2,0,3,0,0,0,1,0,1
20168.16,0.3064970795984083,2,1,1,1,0,0,0,1,0,0
20168.17,0.3063374239331533,2,2,1,1,0,0,0,1,0,1
20168.19,0.2963836520487814,2,2,1,0,0,1,0,2,0,0
20168.4,0.329222759921963,2,2,1,1,0,0,1,1,0,0
20169.10,0.320506460299419,2,1,0,1,0,1,0,1,0,0
20169.14,0.3098479559661734,2,2,0,0,2,0,1,0,1,0
20169.9,0.31821690869712743,2,1,0,0,1,1,1,0,0,0
20170.17,0.3063374239331533,2,2,0,0,0,2,0,2,0,0
20171.12,0.32017680031065715,2,1,0,1,0,1,0,1,0,0
20171.16,0.3064970795984083,4,4,0,2,0,2,0,2,0,2
20171.17,0.3063374239331533,2,1,0,1,0,1,0,1,0,0
20172.20,0.2985441177240031,6,6,0,2,4,0,1,0,4,1
20172.3,0.33014954816769093,4,4,1,0,3,0,0,0,4,0
20173.19,0.2963836520487814,2,1,0,1,0,1,0,1,0,0
20177.20,0.3737854900824001,2,1,0,0,1,1,0,0,1,0
20178.20,0.3737854900824001,2,1,2,0,0,0,0,0,1,0
20183.20,0.3737854900824001,2,1,1,0,1,0,0,0,1,0
20184.22,0.36310939036037354,2,1,0,0,1,1,0,0,1,0
20186.22,0.36310939036037354,2,1,0,0,1,1,0,0,1,0
204.2,0.23265120061659386,1,1,0,0,0,1,0,1,0,0
207.10,0.2042730628269896,3,3,0,0,1,2,0,0,2,1
207.12,0.22203700816088995,2,1,0,0,0,2,0,0,1,0
207.15,0.1727733309349117,2,1,0,0,0,2,0,0,1,0
207.17,0.21474735379720886,2,1,0,0,0,2,0,0,1,0
207.18,0.16694811298526538,1,1,0,0,1,0,0,0,0,1
207.4,0.21354057752467925,2,1,0,0,0,2,0,0,1,0
207.5,0.22203700816088995,2,2,0,0,1,1,0,0,1,1
217.17,0.20900144944842117,1,1,0,0,0,1,0,1,0,0
219.2,0.23918900292208836,1,1,0,1,0,0,0,0,0,1
219.5,0.2248765510775008,1,1,0,0,0,1,0,1,0,0
220.11,0.21035187615005907,2,1,0,0,0,2,0,0,1,0
220.17,0.2153370916049747,2,1,0,0,0,2,0,0,1,0
220.19,0.14652866851688298,1,1,0,1,0,0,0,0,0,1
220.2,0.2368163291615537,2,1,0,0,0,2,0,1,0,0
220.20,0.1800261744374931,2,1,0,0,0,2,0,1,0,0
220.7,0.2027012628583536,2,1,0,0,0,2,0,1,0,0
226.1,0.259081174562602,2,1,0,0,0,2,0,0,1,0
227.1,0.25333685522508015,2,1,0,0,0,2,0,0,1,0
227.2,0.22793668901478364,2,1,0,0,0,2,0,1,0,0
227.4,0.19936774099695756,2,1,0,0,0,2,0,1,0,0
247.1,0.2618680367712472,2,2,0,0,1,1,0,2,0,0
247.11,0.211978226335298,2,1,0,0,0,2,0,0,1,0
247.20,0.17934942209670954,1,1,0,0,1,0,0,0,0,1
247.4,0.21733358534749428,1,1,0,0,1,0,0,0,0,1
247.X,0.2006490835096574,2,1,0,1,0,1,0,1,0,0
257.1,0.2622463060187351,2,1,0,0,0,2,0,0,1,0
257.10,0.21133562835582428,1,1,0,0,0,1,0,0,1,0
257.17,0.217610588076712,2,1,0,0,0,2,0,0,1,0
26.11,0.2057871431016233,2,1,0,0,0,2,0,0,1,0
26.17,0.20900144944842117,1,1,0,0,1,0,0,0,0,1
26.4,0.20760418964969335,2,1,0,1,0,1,0,1,0,0
26.8,0.19479359633118062,2,1,0,0,0,2,0,1,0,0
268.3,0.2181586990690442,1,1,0,0,0,1,0,0,1,0
270.11,0.17934942209670954,1,1,1,0,0,0,0,0,1,0
273.17,0.2162053201101166,2,1,0,0,0,2,0,0,1,0
273.6,0.21444911931418809,2,1,0,0,1,1,0,0,1,0
275.1,0.26070437954358616,2,1,0,0,0,2,0,0,1,0
275.2,0.23615538935568298,2,1,0,0,1,1,0,0,1,0
294.1,0.2580648754845957,2,1,0,0,0,2,0,0,1,0
30001.3,0.3140826436140989,4,3,1,0,2,1,1,0,2,0
30001.8,0.301153576758455,1,1,1,0,0,0,1,0,0,0
30011.11,0.35973133768486737,3,2,3,0,0,0,1,0,1,0
30011.13,0.3526467219645126,1,1,1,0,0,0,0,0,1,0
30011.15,0.3524443596111998,1,1,0,0,1,0,1,0,0,0
30011.2,0.3697404088990163,2,1,1,0,1,0,1,0,0,0
30011.22,0.33883303690802,3,2,0,0,2,1,1,0,1,0
30011.7,0.36394877200990705,3,2,1,0,1,1,1,0,1,0
30011.8,0.35941520229878426,2,1,0,0,1,1,1,0,0,0
30016.6,0.3637807300817453,4,3,2,1,1,0,1,0,2,0
30020.4,0.3634616063181935,3,2,1,0,2,0,2,0,0,0
30022.12,0.30905747084724655,1,1,0,0,1,0,1,0,0,0
30022.17,0.3084398054836619,1,1,1,0,0,0,1,0,0,0
30022.9,0.3008992873905104,3,2,0,0,2,1,1,0,1,0
30023.17,0.3084398054836619,2,1,1,0,1,0,0,0,1,0
30023.9,0.3008992873905104,2,1,1,0,1,0,0,0,1,0
30024.17,0.3084398054836619,1,1,0,0,1,0,1,0,0,0
30024.4,0.30656929542813793,2,1,1,0,1,0,0,0,1,0
30024.6,0.31100910139151966,2,1,1,0,1,0,0,0,1,0
311.1,0.2596590306224476,1,1,0,0,1,0,0,0,0,1
311.11,0.20652371014378498,1,1,0,0,0,1,0,0,1,0
311.15,0.17355084345097868,2,1,0,0,0,2,0,0,1,0
311.16,0.17653949513760295,2,1,0,0,0,2,0,0,1,0
311.20,0.17355084345097868,1,1,0,0,0,1,0,1,0,0
311.7,0.2010676596075257,2,1,0,0,0,2,0,0,1,0
314.1,0.2581508436851171,2,1,1,0,0,1,0,0,1,0
314.5,0.2156286554696277,1,1,0,0,0,1,0,0,1,0
314.8,0.19430815154270492,1,1,0,0,0,1,0,0,1,0
316.1,0.25982217291348675,1,1,0,0,0,1,0,1,0,0
316.10,0.19759650600483428,1,1,0,0,0,1,0,0,1,0
316.12,0.2181586990690442,1,1,0,0,1,0,0,0,0,1
316.15,0.16868502393768328,2,1,0,0,0,2,0,0,1,0
316.20,0.17506876354138493,1,1,0,0,0,1,0,0,1,0
316.7,0.19714191581606483,2,1,0,0,0,2,0,0,1,0
329.11,0.20189245794476857,1,1,0,0,1,0,0,0,0,1
329.17,0.20865663811012994,2,1,0,0,0,2,0,0,1,0
329.18,0.15827757430711112,1,1,0,0,1,0,0,0,0,1
329.4,0.19936774099695756,2,2,0,1,0,1,0,1,0,1
329.6,0.19849137157773009,1,1,0,0,0,1,0,1,0,0
329.8,0.18629513812143922,1,1,0,0,0,1,0,1,0,0
33.1,0.2715459504541108,1,1,0,0,0,1,0,1,0,0
33.3,0.25190608211738114,2,1,0,0,1,1,0,0,1,0
33.6,0.2369796338342238,1,1,0,1,0,0,0,0,0,1
33.7,0.2295772826881959,1,1,0,0,0,1,0,1,0,0
330.1,0.25383278030498085,2,1,0,0,0,2,0,0,1,0
330.16,0.15388999799706587,1,1,0,0,0,1,0,0,1,0
330.17,0.20865663811012994,2,1,0,0,0,2,0,0,1,0
331.1,0.2537342080874091,1,1,0,0,1,0,0,0,0,1
331.11,0.2027012628583536,3,2,0,0,1,2,0,1,0,1
331.12,0.217610588076712,2,1,0,0,0,2,0,0,1,0
331.16,0.1593181926300388,1,1,0,0,1,0,0,0,0,1
331.17,0.21035187615005907,3,2,0,2,1,0,0,0,0,2
331.2,0.2287662055508909,1,1,0,0,1,0,0,0,0,1
331.20,0.17198296425777768,1,1,0,0,0,1,0,0,1,0
331.4,0.20388567676103594,3,3,0,0,1,2,0,0,2,1
331.5,0.21591805536094522,1,1,0,0,0,1,0,0,1,0
331.6,0.20465684324807049,2,2,0,0,1,1,0,0,1,1
332.1,0.2467055017779404,1,1,0,0,1,0,0,0,0,1
332.18,0.13951375465106383,1,1,0,1,0,0,0,0,0,1
332.6,0.17506876354138493,2,1,0,0,0,2,0,0,1,0
332.7,0.18326837368473387,2,1,0,0,0,2,0,0,1,0
340.1,0.259247377263492,1,1,0,0,1,0,0,0,0,1
340.6,0.20900144944842117,2,1,0,0,0,2,0,1,0,0
340.9,0.1912756939592894,1,1,0,0,0,1,0,1,0,0
341.1,0.2615620177296275,2,1,1,0,0,1,0,0,1,0
349.1,0.24225856558452585,1,1,0,0,1,0,0,0,0,1
349.17,0.19759650600483428,1,1,0,0,0,1,0,0,1,0
349.2,0.19849137157773009,1,1,0,1,0,0,0,0,0,1
352.17,0.21068249325724434,2,1,0,0,0,2,0,0,1,0
352.3,0.21001850530204502,2,1,0,0,0,2,0,0,1,0
360.1,0.26163880958960384,1,1,0,0,1,0,0,0,0,1
364.2,0.23888185674689041,2,1,0,0,0,2,0,1,0,0
371.10,0.1478287606669889,1,1,0,0,0,1,0,1,0,0
371.14,0.13643639349979503,1,1,0,0,0,1,0,1,0,0
371.17,0.18967687959529844,2,1,0,0,0,2,0,0,1,0
373.14,0.13951375465106383,1,1,0,0,0,1,0,1,0,0
375.1,0.2430871838047752,1,1,0,0,1,0,1,0,0,0
375.12,0.20865663811012994,1,1,0,0,0,1,0,1,0,0
375.3,0.2057871431016233,2,1,0,0,0,2,0,0,1,0
375.4,0.18326837368473387,1,1,0,0,1,0,0,0,0,1
375.7,0.17431586991821343,2,1,0,0,0,2,0,0,1,0
378.1,0.25916438708717526,3,2,0,0,1,2,0,0,1,1
378.10,0.2042730628269896,1,1,0,0,0,1,0,0,1,0
378.11,0.2083088555102953,2,1,0,0,0,2,0,0,1,0
378.7,0.19936774099695756,2,1,0,0,0,2,0,0,1,0
39.1,0.2574563892349918,1,1,0,0,0,1,0,0,1,0
39.11,0.20388567676103594,2,2,0,0,1,1,0,0,1,1
39.20,0.1758098633926698,1,1,0,1,0,0,0,0,0,1
39.8,0.19574839335745542,2,2,0,1,0,1,0,0,1,1
419.11,0.2295772826881959,2,1,0,0,0,2,0,0,1,0
421.5,0.24169471684006077,2,1,0,0,0,2,0,1,0,0
429.11,0.22977725729032833,1,1,0,0,0,1,0,0,1,0
429.17,0.23228102036316756,1,1,0,0,1,0,0,0,0,1
429.5,0.24155228533834439,2,1,0,0,0,2,0,1,0,0
44.17,0.2156286554696277,1,1,0,0,1,0,0,0,0,1
44.19,0.1478287606669889,1,1,0,0,0,1,0,0,1,0
44.3,0.22621919302815313,2,2,0,0,1,1,0,0,1,1
44.5,0.2248765510775008,2,1,0,0,0,2,0,0,1,0
44.7,0.20465684324807049,2,1,0,0,0,2,0,0,1,0
441.11,0.2289706742826272,2,1,0,0,0,2,0,1,0,0
446.1,0.27121402087360313,2,2,0,0,1,1,0,2,0,0
446.10,0.2293762014501474,1,1,0,0,0,1,0,0,1,0
446.11,0.2293762014501474,1,1,0,0,0,1,0,0,1,0
446.17,0.23209448578174527,2,1,0,0,0,2,0,0,1,0
446.2,0.25412668599013055,1,1,0,0,1,0,0,0,0,1
446.3,0.2518014119616959,1,1,0,0,1,0,0,0,0,1
446.8,0.2412656277203367,1,1,0,0,0,1,0,0,1,0
464.2,0.25422405650630486,2,1,0,0,0,2,0,0,1,0
470.1,0.27126960671821,1,1,0,0,0,1,0,0,1,0
470.17,0.23228102036316756,1,1,0,0,1,0,0,0,0,1
479.11,0.22977725729032833,2,1,0,1,0,1,0,0,1,0
479.17,0.23228102036316756,2,1,0,0,0,2,0,0,1,0
482.5,0.24155228533834439,2,1,0,0,0,2,0,1,0,0
482.8,0.2412656277203367,2,1,0,1,0,1,0,1,0,0
487.11,0.22977725729032833,2,1,0,0,0,2,0,0,1,0
487.17,0.23228102036316756,2,1,0,0,0,2,0,0,1,0
487.4,0.24349401746799415,1,1,0,0,1,0,0,0,0,1
487.6,0.2371421794498083,2,1,0,0,0,2,0,0,1,0
50.13,0.17653949513760295,1,1,0,0,1,0,0,0,0,1
50.14,0.1678242817265537,1,1,0,1,0,0,0,0,0,1
50.2,0.23209448578174527,1,1,0,0,1,0,0,0,0,1
50.6,0.20615708646214853,2,1,0,2,0,0,0,0,0,1
508.1,0.33358778911887815,1,1,1,0,0,0,1,0,0,0
508.2,0.33486636931319885,1,1,0,0,0,1,0,1,0,0
513.7,0.2293762014501474,2,1,0,0,0,2,0,1,0,0
516.1,0.2718196853000191,2,1,0,0,0,2,0,1,0,0
516.2,0.2544179104269645,2,1,0,0,0,2,0,1,0,0
522.1,0.27121402087360313,1,1,0,1,0,0,0,0,0,1
522.11,0.22977725729032833,2,1,0,0,0,2,0,0,1,0
522.17,0.2311469978973924,2,1,0,0,0,2,0,0,1,0
522.21,0.1593181926300388,1,1,0,0,0,1,0,1,0,0
522.3,0.25148535330526933,2,1,0,0,0,2,0,0,1,0
522.4,0.2438960115322753,2,1,0,0,0,2,0,0,1,0
544.17,0.2324665889611163,2,1,0,0,0,2,0,0,1,0
544.2,0.25451439710380436,3,2,0,1,0,2,0,0,1,1
545.17,0.23228102036316756,1,1,0,0,1,0,0,0,0,1
57.1,0.2623963119345826,2,1,0,0,1,1,0,0,1,0
57.12,0.2268726789443506,1,1,0,0,0,1,0,0,1,0
57.13,0.18967687959529844,1,1,0,0,0,1,0,0,1,0
57.14,0.18687685211153612,1,1,0,0,1,0,0,0,0,1
57.16,0.1800261744374931,2,1,0,0,0,2,0,0,1,0
57.17,0.2181586990690442,1,1,0,0,1,0,0,0,0,1
57.5,0.22510372434895415,1,1,0,0,1,0,0,0,0,1
57.7,0.20652371014378498,1,1,0,0,0,1,0,0,1,0
57.8,0.2057871431016233,1,1,0,0,1,0,0,0,0,1
586.1,0.2715459504541108,1,1,0,0,0,1,0,1,0,0
587.1,0.2715459504541108,2,1,0,0,0,2,0,1,0,0
587.17,0.23228102036316756,2,1,0,0,0,2,0,1,0,0
591.1,0.33358778911887815,1,1,1,0,0,0,0,0,1,0
592.1,0.27070890723914703,1,1,0,0,1,0,0,0,0,1
592.2,0.25422405650630486,1,1,0,0,0,1,0,0,1,0
592.3,0.25159104958631884,1,1,0,0,1,0,0,0,0,1
593.11,0.32023209249325535,2,1,2,0,0,0,0,0,1,0
66.1,0.25933014617633643,2,1,0,1,0,1,0,1,0,0
66.17,0.21292302493752144,2,1,0,0,0,2,0,0,1,0
66.21,0.11571790423379631,1,1,0,0,0,1,0,1,0,0
66.5,0.22078761338560443,2,1,0,0,0,2,0,1,0,0
67.19,0.15033748126015373,2,1,0,1,0,1,0,1,0,0
79.5,0.2122956689855761,2,1,0,0,0,2,0,0,1,0
8.1,0.25383278030498085,2,1,0,0,1,1,0,1,0,0
8.11,0.2010676596075257,2,1,0,0,0,2,0,0,1,0
8.12,0.2186991168288243,1,1,0,0,0,1,0,0,1,0
8.17,0.20865663811012994,2,1,0,0,0,2,0,0,1,0
8.18,0.1593181926300388,2,1,0,0,0,2,0,0,1,0
8.2,0.22577702585909576,2,1,0,0,0,2,0,0,1,0
8.20,0.1727733309349117,2,1,0,0,0,2,0,0,1,0
8.7,0.18069316646596112,1,1,0,0,0,1,0,0,1,0
9.1,0.2621710257880326,1,1,1,0,0,0,0,0,1,0
91.12,0.2153370916049747,2,1,0,0,0,2,0,0,1,0
91.17,0.21001850530204502,2,1,0,0,0,2,0,0,1,0
91.7,0.19231012541000514,2,1,0,1,0,1,0,0,1,0
91.X,0.19231012541000514,2,1,0,0,0,2,0,0,1,0
94.11,0.2217904064106154,2,1,0,0,0,2,0,0,1,0
94.16,0.19479359633118062,1,1,0,0,0,1,0,0,1,0
94.17,0.2189665013225638,2,1,0,0,0,2,0,0,1,0
94.3,0.2339174222496588,2,1,0,0,0,2,0,0,1,0
94.4,0.23037065045275087,2,1,0,0,0,2,0,0,1,0
96.10,0.2295772826881959,1,1,0,1,0,0,0,0,0,1
96.14,0.20865663811012994,1,1,0,1,0,0,0,0,0,1
