sequenceID,small_end,big_end
30023.9,0.25,2.0
30024.17,2.0,5.5
30024.4,1.75,3.0
30024.6,2.75,4.25
311.1,-1.75,3.0
311.11,-2.0,1.0
311.15,-0.5,1.75
311.16,-2.0,1.75
311.20,-3.25,-0.75
311.7,-1.25,3.25
314.1,1.0,4.0
314.5,-0.25,1.25
314.8,-2.25,1.75
316.1,-3.0,0.0
316.10,-3.5,1.0
316.12,-2.75,1.25
316.15,-3.0,1.0
316.20,-3.0,0.5
316.7,-2.0,1.75
329.11,-2.75,1.0
329.17,0.25,2.25
329.18,-2.5,1.0
329.4,-1.5,0.0
329.6,-2.0,0.25
329.8,-2.5,0.25
33.1,0.0,0.25
33.3,-2.25,1.25
33.6,-3.75,0.5
33.7,-2.0,-0.25
330.1,-2.0,3.0
330.16,-1.5,0.5
330.17,-2.25,1.25
331.1,-1.0,3.0
331.11,0.0,0.0
331.12,-0.75,1.5
331.16,-1.25,1.5
331.17,-1.75,-1.0
331.2,-1.75,1.75
331.20,-1.5,0.75
331.4,0.0,1.0
331.5,-1.25,1.75
331.6,-1.5,0.75
332.1,0.0,3.0
332.18,-1.25,-0.25
332.6,-0.75,0.75
332.7,-0.5,0.75
340.1,-0.75,1.75
340.6,-1.25,0.0
340.9,-0.5,-0.25
341.1,1.0,2.25
349.1,-2.0,2.0
349.17,-2.0,0.5
349.2,-2.5,0.25
352.17,-0.5,2.0
352.3,-1.0,1.25
360.1,-0.75,2.5
364.2,-4.0,0.0
371.10,-1.75,-0.75
371.14,-2.75,-0.75
371.17,-1.5,0.5
373.14,-3.25,-0.75
375.1,1.0,2.5
375.12,-1.75,-0.25
375.3,-1.0,2.0
375.4,-1.75,1.25
375.7,-1.5,1.0
378.1,-0.5,2.75
378.10,-0.75,1.75
378.11,-0.75,2.5
378.7,-0.25,2.5
39.1,-0.25,1.25
39.11,-1.25,1.0
39.20,-2.0,0.0
39.8,-2.25,-0.75
419.11,-1.5,1.75
421.5,-2.75,0.25
429.11,-3.0,0.75
429.17,-0.25,1.25
429.5,-3.0,0.25
44.17,-2.0,2.5
44.19,-2.25,0.75
44.3,-2.25,1.5
44.5,-0.5,2.5
44.7,-2.75,1.75
441.11,-3.25,-0.5
446.1,-1.0,0.25
446.10,-2.5,0.75
446.11,-2.25,1.75
446.17,-1.75,1.0
446.2,-2.0,1.5
446.3,-2.25,0.75
446.8,-3.0,0.5
464.2,-2.0,0.75
470.1,-0.75,0.75
470.17,-1.5,0.5
479.11,-2.25,-0.5
479.17,-2.75,1.0
482.5,-2.75,0.0
482.8,-2.25,-1.25
487.11,-2.0,1.25
487.17,-0.25,2.0
487.4,-3.0,0.5
487.6,-3.25,0.5
50.13,-3.0,0.5
50.14,-3.25,-0.25
50.2,-3.5,1.0
50.6,-2.25,-1.5
508.1,2.5,7.0
508.2,-0.75,7.0
513.7,-2.25,0.25
516.1,0.0,0.25
516.2,-3.75,0.0
522.1,-1.0,0.25
522.11,-1.5,1.5
522.17,-0.25,1.75
522.21,-3.25,-0.75
522.3,-2.5,1.75
522.4,-2.75,0.5
544.17,-1.75,0.75
544.2,-3.0,-0.25
545.17,-1.25,1.5
57.1,-0.5,0.75
57.12,-0.5,2.5
57.13,-2.25,1.25
57.14,-1.0,1.25
57.16,-2.0,1.25
57.17,-0.75,1.25
57.5,-0.75,1.5
57.7,-2.0,0.75
57.8,-1.0,1.5
586.1,-1.5,0.25
587.1,-1.25,0.5
587.17,-1.5,-0.25
591.1,2.5,3.0
592.1,-1.75,1.25
592.2,-3.0,1.5
592.3,-2.0,1.75
593.11,2.25,6.0
66.1,-1.5,-0.5
66.17,-2.0,1.5
66.21,-1.75,0.0
66.5,-3.0,0.25
67.19,-2.75,-0.5
79.5,-1.25,2.0
8.1,-2.25,0.5
8.11,-0.25,3.0
8.12,-2.0,1.25
8.17,-0.75,3.0
8.18,-3.25,0.5
8.2,-2.0,0.75
8.20,-1.0,0.5
8.7,-2.25,1.75
9.1,-1.0,7.0
91.12,0.0,2.25
91.17,-1.5,2.25
91.7,-2.75,-0.5
91.X,-1.25,1.5
94.11,-0.75,2.5
94.16,-2.0,0.5
94.17,-1.0,2.5
94.3,-1.75,2.0
94.4,-2.25,1.5
96.10,-4.0,-1.25
96.14,-2.75,-1.0
