sequenceID,log_lambda_test_fold1,log_lambda_test_fold2,target_1,target_2,fold_1_total_labels,fold_2_total_labels,fold_1_fp_errs,fold_1_fn_errs,fold_1_tp,fold_1_tn,fold_2_fp_errs,fold_2_fn_errs,fold_2_tp,fold_2_tn
173.15,-0.53797245,0.93167377,"[-3.75, 7.0]","[-3.0, 0.25]",1,1,0,0,0,1,0,0,1,0
173.16,-0.50149536,0.95359087,"[-2.75, 7.0]","[-3.25, 0.25]",2,1,0,0,0,2,0,0,1,0
173.19,-0.9048686,0.71122694,"[-2.25, -1.25]","[-1.75, 7.0]",1,1,0,1,0,0,0,0,0,1
173.4,-0.1315875,1.1758473,"[-3.75, 0.25]","[-2.5, 7.0]",1,1,0,1,0,0,0,0,0,1
173.8,-0.2842517,1.0841203,"[-1.25, 7.0]","[-4.75, 0.25]",2,1,0,0,0,2,0,0,1,0
188.1,0.5313792,1.5741863,"[-2.0, 7.0]","[-2.75, 2.25]",2,1,0,0,0,2,0,0,1,0
188.2,0.3210187,1.4477925,"[-1.5, 2.0]","[-3.25, 7.0]",1,1,0,0,1,0,0,0,0,1
188.3,0.20087814,1.375607,"[-0.75, 7.0]","[-1.75, 2.25]",2,1,0,0,0,2,0,0,1,0
188.6,0.13188744,1.3341544,"[-3.5, 1.25]","[-2.75, 7.0]",1,1,0,1,0,0,0,0,0,1
188.9,-0.0052428246,1.251761,"[-3.0, 7.0]","[-2.75, 1.0]",1,1,0,0,0,1,0,0,1,0
189.1,0.6139293,1.623786,"[0.0, 7.0]","[-2.25, 1.0]",1,1,0,0,0,1,0,0,1,0
189.11,0.15757847,1.3495908,"[-1.75, 7.0]","[-2.5, 2.75]",2,1,0,0,0,2,0,0,1,0
189.15,-0.123544216,1.1806803,"[-2.5, 7.0]","[-1.25, 0.75]",2,1,0,0,0,2,0,0,1,0
189.17,0.18371439,1.3652945,"[-1.0, 7.0]","[-1.0, 2.5]",2,1,0,0,0,2,0,0,1,0
189.18,-0.15234566,1.1633751,"[-3.0, -1.0]","[-3.75, -0.25]",2,1,0,1,0,1,0,0,1,0
189.2,0.42040443,1.507508,"[-3.25, 7.0]","[-4.0, -0.75]",1,1,0,0,0,1,0,1,0,0
189.20,-0.115641594,1.1854284,"[-2.75, 7.0]","[-0.75, 0.75]",1,1,0,0,0,1,0,0,1,0
189.3,0.3938794,1.4915707,"[-3.0, 1.25]","[-2.25, 7.0]",1,1,0,1,0,0,0,0,0,1
189.5,0.2833414,1.4251544,"[-3.5, 7.0]","[-3.0, 1.25]",2,1,0,0,0,2,0,0,1,0
189.X,0.14062929,1.339407,"[-1.75, 0.75]","[-2.5, 7.0]",1,1,0,1,0,0,0,0,0,1
2.1,0.49909687,1.5547898,"[-2.25, 7.0]","[-3.0, 4.25]",2,1,0,0,0,2,0,0,1,0
2.19,-0.608799,0.8891182,"[-2.75, 1.0]","[-3.75, 7.0]",1,1,0,0,1,0,0,0,0,1
20003.2,1.7716451,2.3193915,"[0.75, 5.5]","[2.0, 7.0]",2,2,0,0,2,0,2,0,0,0
20005.2,1.7716451,2.3193915,"[0.75, 2.0]","[1.75, 5.25]",4,4,0,2,2,0,0,0,2,2
20005.3,1.7207355,2.288803,"[2.0, 3.5]","[-0.25, 1.75]",3,3,0,0,2,1,0,0,3,0
20033.11,1.6316428,2.235272,"[2.5, 5.75]","[-1.0, 2.5]",2,2,1,0,1,0,0,0,2,0
20052.3,1.7207355,2.288803,"[-1.75, 7.0]","[-1.5, 2.0]",2,1,1,1,0,0,0,0,1,0
20082.22,1.7973981,2.334865,"[1.0, 3.25]","[2.0, 5.75]",2,2,0,0,2,0,1,0,1,0
20090.20,1.9454432,2.423817,"[1.5, 4.0]","[2.0, 4.0]",2,1,0,0,1,1,0,0,1,0
20092.19,1.852972,2.3682563,"[2.75, 7.0]","[2.25, 6.75]",1,1,1,0,0,0,1,0,0,0
20105.22,1.7973981,2.334865,"[-0.5, 7.0]","[-0.5, 0.5]",2,1,0,1,0,1,0,1,0,0
20108.20,1.9454432,2.423817,"[1.75, 3.75]","[5.75, 7.0]",2,2,0,0,2,0,1,0,0,1
20109.20,1.9454432,2.423817,"[1.75, 3.75]","[0.0, 3.75]",2,1,0,0,1,1,0,0,1,0
20118.2,1.7716451,2.3193915,"[1.75, 2.0]","[1.75, 2.75]",5,4,0,1,2,2,0,0,3,1
20119.2,1.7716451,2.3193915,"[0.75, 6.25]","[-0.25, 3.75]",2,2,0,0,2,0,0,0,1,1
20121.14,1.491611,2.151135,"[-0.5, 1.75]","[3.0, 6.0]",2,2,0,2,0,0,1,0,1,0
20121.7,1.6445451,2.2430243,"[0.25, 4.5]","[-2.5, 1.0]",2,2,0,0,1,1,0,2,0,0
20124.1,1.7418079,2.301464,"[2.0, 6.75]","[2.5, 7.0]",1,1,0,0,1,0,1,0,0,0
20124.16,1.4461527,2.1238217,"[2.75, 5.5]","[2.75, 7.0]",1,1,1,0,0,0,1,0,0,0
20124.2,1.7716451,2.3193915,"[2.0, 6.5]","[1.75, 7.0]",1,1,0,0,1,0,0,0,0,1
20124.3,1.7207355,2.288803,"[2.25, 7.0]","[1.0, 6.75]",2,1,0,0,0,2,0,0,1,0
20129.20,1.934937,2.4175045,"[1.0, 2.5]","[0.0, 2.5]",2,1,0,0,1,1,0,0,1,0
20133.X,1.2525797,2.0075147,"[1.25, 1.25]","[-1.75, 0.25]",3,3,0,1,1,1,0,1,2,0
20134.X,1.2525797,2.0075147,"[1.25, 2.0]","[-1.5, 0.5]",3,3,0,0,2,1,0,1,2,0
20135.14,1.0727863,1.899487,"[0.75, 1.5]","[0.5, 1.5]",3,2,0,1,0,2,0,0,1,1
20136.17,1.029026,1.873194,"[-1.0, 7.0]","[-2.0, 0.5]",2,1,0,1,0,1,0,1,0,0
20138.1,1.3781857,2.0829842,"[4.0, 7.0]","[-3.25, 0.0]",2,2,2,0,0,0,0,2,0,0
20139.12,1.2036119,1.9780927,"[-0.5, 7.0]","[-1.0, -0.5]",2,1,0,1,0,1,0,1,0,0
20139.16,1.0310082,1.8743849,"[-1.75, 7.0]","[0.5, 0.5]",3,2,0,2,0,1,0,2,0,0
20139.17,1.029026,1.873194,"[0.25, 3.75]","[1.75, 5.5]",2,2,0,0,2,0,1,0,1,0
20139.3,1.3329139,2.055783,"[-0.5, 6.0]","[2.0, 7.0]",1,1,0,0,1,0,1,0,0,0
20139.4,1.3207726,2.048488,"[-2.25, 0.5]","[1.75, 7.0]",2,1,0,2,0,0,1,0,0,0
20139.5,1.3037486,2.0382593,"[-2.5, 7.0]","[-1.5, 0.0]",2,1,1,1,0,0,0,1,0,0
20140.14,1.0727863,1.899487,"[1.25, 1.25]","[-1.5, 1.25]",2,1,0,1,0,1,0,0,1,0
20140.15,1.0452285,1.8829293,"[-1.25, 7.0]","[-3.0, -0.25]",2,1,0,1,0,1,0,1,0,0
20141.12,1.2036119,1.9780927,"[-2.75, 7.0]","[-1.75, -0.25]",2,1,0,1,0,1,0,1,0,0
20141.14,1.0727863,1.899487,"[-0.5, 7.0]","[-1.75, 1.25]",2,1,0,1,0,1,0,0,1,0
20141.5,1.3037486,2.0382593,"[-6.5, 7.0]","[-1.5, 0.5]",2,1,0,1,0,1,0,1,0,0
20142.18,1.014214,1.8642945,"[3.0, 7.0]","[0.5, 2.75]",1,1,1,0,0,0,0,0,1,0
20142.22,0.7299142,1.6934748,"[-1.0, 0.0]","[-1.75, 0.0]",4,3,0,4,0,0,0,2,0,1
20143.X,1.2525797,2.0075147,"[0.5, 2.75]","[0.0, 7.0]",3,2,0,0,3,0,1,0,1,0
20144.14,1.0727863,1.899487,"[-0.75, 1.5]","[-1.75, -0.5]",3,2,0,2,0,1,0,1,1,0
20144.9,1.1785483,1.9630334,"[-1.75, 7.0]","[-4.0, 0.5]",2,1,0,1,0,1,0,1,0,0
20145.1,1.3781857,2.0829842,"[-1.25, 7.0]","[-1.0, -0.25]",2,1,0,1,0,1,0,1,0,0
20145.10,1.2078385,1.9806323,"[-1.0, 0.0]","[-2.25, 0.0]",2,1,0,1,0,1,0,1,0,0
20145.12,1.2036119,1.9780927,"[-2.25, 7.0]","[-2.0, -0.25]",2,1,0,1,0,1,0,1,0,0
20145.14,1.0727863,1.899487,"[0.25, 1.25]","[-2.0, 1.25]",2,1,0,1,0,1,0,0,1,0
20145.4,1.3207726,2.048488,"[0.75, 0.75]","[0.25, 0.75]",2,2,0,1,0,1,0,1,0,1
20145.8,1.2335505,1.9960811,"[-2.0, 7.0]","[-2.25, -0.25]",2,1,0,1,0,1,0,1,0,0
20145.9,1.1785483,1.9630334,"[1.0, 3.5]","[0.0, 3.5]",3,2,0,0,2,1,0,0,2,0
20145.X,1.2525797,2.0075147,"[0.75, 1.0]","[-0.75, 1.25]",3,3,0,1,1,1,0,0,3,0
20146.17,1.029026,1.873194,"[0.25, 6.0]","[-2.0, 7.0]",1,1,0,0,1,0,0,0,0,1
20146.4,1.3207726,2.048488,"[-2.25, 0.75]","[-1.25, 0.75]",2,1,0,1,0,1,0,1,0,0
20148.1,1.3781857,2.0829842,"[-1.75, 0.25]","[0.25, 0.25]",3,3,0,2,0,1,0,2,1,0
20151.14,1.0727863,1.899487,"[-0.75, 0.25]","[-4.75, 7.0]",3,2,0,3,0,0,0,1,0,1
20151.17,1.029026,1.873194,"[0.75, 5.25]","[2.0, 7.0]",1,1,0,0,1,0,1,0,0,0
20154.4,1.3207726,2.048488,"[-0.25, 0.5]","[1.75, 5.0]",3,2,0,2,1,0,2,0,0,0
20154.9,1.1785483,1.9630334,"[2.5, 4.25]","[-0.75, 4.25]",2,1,1,0,1,0,0,0,1,0
20157.11,1.2043209,1.9785187,"[2.0, 3.25]","[0.0, 3.25]",3,2,0,0,2,1,0,0,2,0
20158.1,1.3781857,2.0829842,"[1.5, 7.0]","[-2.5, 0.25]",2,2,0,0,0,2,0,2,0,0
20158.9,1.1785483,1.9630334,"[-1.75, -0.75]","[-0.5, 0.0]",3,3,0,2,0,1,0,2,0,1
20159.1,1.3781857,2.0829842,"[0.0, 2.0]","[-1.5, 1.5]",6,5,0,3,1,2,0,1,3,1
20159.14,1.0727863,1.899487,"[0.25, 1.25]","[-2.0, 1.25]",2,1,0,1,0,1,0,0,1,0
20159.15,1.0452285,1.8829293,"[1.5, 3.75]","[-0.75, 3.75]",2,1,0,0,1,1,0,0,1,0
20159.3,1.3329139,2.055783,"[0.25, 1.75]","[0.75, 1.75]",3,2,0,1,0,2,0,0,1,1
20159.4,1.3207726,2.048488,"[0.75, 2.0]","[0.25, 0.75]",5,4,0,0,3,2,0,2,1,1
20159.9,1.1785483,1.9630334,"[-2.0, 0.25]","[2.5, 6.5]",2,2,0,2,0,0,1,0,1,0
20160.14,1.0727863,1.899487,"[-1.75, 7.0]","[-1.25, 1.25]",2,1,0,1,0,1,0,0,1,0
20160.17,1.029026,1.873194,"[2.0, 5.25]","[2.0, 7.0]",2,1,1,0,1,0,1,0,0,0
20160.4,1.3207726,2.048488,"[1.0, 7.0]","[-0.25, 1.25]",2,1,1,1,0,0,0,0,1,0
20160.5,1.3037486,2.0382593,"[0.5, 1.0]","[-1.5, 7.0]",2,2,0,2,0,0,1,1,0,0
20161.1,1.3781857,2.0829842,"[-2.25, 7.0]","[0.0, 3.75]",2,1,0,1,0,1,0,0,1,0
20161.12,1.2036119,1.9780927,"[-1.75, 7.0]","[-1.5, -0.25]",2,1,0,1,0,1,0,1,0,0
20161.22,0.7299142,1.6934748,"[-1.0, 7.0]","[-0.25, -0.25]",2,1,0,1,0,1,0,1,0,0
20162.12,1.2036119,1.9780927,"[-1.5, 7.0]","[-1.25, -0.25]",2,1,0,1,0,1,0,1,0,0
20162.17,1.029026,1.873194,"[0.25, 5.5]","[2.25, 7.0]",1,1,0,0,1,0,1,0,0,0
20162.7,1.2601876,2.012086,"[2.0, 2.0]","[-1.25, 2.0]",3,2,0,0,2,1,0,0,2,0
20163.1,1.3781857,2.0829842,"[-6.0, 7.0]","[-1.25, 0.25]",2,1,0,1,0,1,0,1,0,0
20163.7,1.2601876,2.012086,"[-2.0, -0.25]","[-1.25, -0.25]",3,2,0,2,0,1,0,2,0,0
20163.9,1.1785483,1.9630334,"[-1.5, -0.25]","[-1.75, 0.0]",5,4,0,4,0,1,0,4,0,0
20164.1,1.3781857,2.0829842,"[-1.0, -0.25]","[-2.25, -0.25]",4,3,1,3,0,0,0,3,0,0
20164.14,1.0727863,1.899487,"[1.0, 1.5]","[-1.25, 1.5]",2,1,0,1,0,1,0,0,1,0
20164.4,1.3207726,2.048488,"[-2.75, 7.0]","[0.25, 7.0]",2,2,0,1,0,1,1,1,0,0
20165.15,1.0452285,1.8829293,"[1.0, 7.0]","[-0.25, 4.75]",2,1,0,0,0,2,0,0,1,0
20165.22,0.7299142,1.6934748,"[-0.75, 3.5]","[-1.25, 7.0]",3,2,0,1,1,1,0,1,0,1
20165.4,1.3207726,2.048488,"[-3.0, 7.0]","[-4.5, -0.5]",2,1,0,1,0,1,0,1,0,0
20166.12,1.2036119,1.9780927,"[-2.0, 7.0]","[-1.25, -0.25]",2,1,0,1,0,1,0,1,0,0
20166.17,1.029026,1.873194,"[1.0, 4.0]","[0.25, 4.0]",2,1,0,0,1,1,0,0,1,0
20166.4,1.3207726,2.048488,"[-0.75, 0.5]","[-1.0, 7.0]",3,2,0,3,0,0,0,1,0,1
20167.22,0.7299142,1.6934748,"[-0.75, 0.5]","[-1.5, 0.5]",4,3,0,4,0,0,1,2,0,0
20167.4,1.3207726,2.048488,"[-2.75, 0.0]","[-2.25, 7.0]",3,2,0,3,0,0,0,1,0,1
20168.11,1.2043209,1.9785187,"[-2.25, -0.75]","[-0.5, 0.25]",3,2,0,3,0,0,0,1,0,1
20168.16,1.0310082,1.8743849,"[-2.25, 7.0]","[-3.0, -0.5]",2,1,0,1,0,1,0,1,0,0
20168.17,1.029026,1.873194,"[-0.5, 6.0]","[-1.75, 7.0]",2,2,0,1,1,0,0,1,0,1
20168.19,0.90685225,1.7997868,"[1.25, 7.0]","[-1.0, -0.25]",2,2,0,0,0,2,0,2,0,0
20168.4,1.3207726,2.048488,"[-0.5, 7.0]","[-1.75, 7.0]",2,2,0,1,0,1,1,1,0,0
20169.10,1.2078385,1.9806323,"[-2.25, 7.0]","[-1.25, -0.5]",2,1,0,1,0,1,0,1,0,0
20169.14,1.0727863,1.899487,"[-0.75, 1.5]","[1.75, 3.25]",2,2,0,2,0,0,1,0,1,0
20169.9,1.1785483,1.9630334,"[0.75, 4.5]","[2.25, 7.0]",2,1,0,0,1,1,1,0,0,0
20170.17,1.029026,1.873194,"[-0.25, 7.0]","[-0.25, -0.25]",2,2,0,0,0,2,0,2,0,0
20171.12,1.2036119,1.9780927,"[-3.25, 7.0]","[-2.25, 0.0]",2,1,0,1,0,1,0,1,0,0
20171.16,1.0310082,1.8743849,"[-1.0, -0.75]","[-0.5, 0.0]",4,4,0,2,0,2,0,2,0,2
20171.17,1.029026,1.873194,"[-0.75, 0.0]","[-0.5, 0.0]",2,1,0,1,0,1,0,1,0,0
20172.20,0.9331322,1.815577,"[-0.25, 0.5]","[0.75, 1.0]",6,6,0,3,3,0,1,0,4,1
20172.3,1.3329139,2.055783,"[2.25, 3.25]","[0.25, 2.0]",4,4,1,0,3,0,0,0,4,0
20173.19,0.90685225,1.7997868,"[-0.75, 0.0]","[-2.5, 0.0]",2,1,0,1,0,1,0,1,0,0
20177.20,1.934937,2.4175045,"[1.0, 3.25]","[-1.0, 3.25]",2,1,0,0,1,1,0,0,1,0
20178.20,1.934937,2.4175045,"[2.0, 3.5]","[0.25, 3.5]",2,1,0,0,1,1,0,0,1,0
20183.20,1.934937,2.4175045,"[0.5, 7.0]","[-0.25, 2.75]",2,1,1,0,1,0,0,0,1,0
20184.22,1.7820082,2.3256183,"[1.0, 2.5]","[1.0, 2.5]",2,1,0,0,1,1,0,0,1,0
20186.22,1.7820082,2.3256183,"[0.25, 2.75]","[0.75, 2.75]",2,1,0,0,1,1,0,0,1,0
204.2,0.18759155,1.367624,"[-3.0, 7.0]","[-4.0, 0.0]",1,1,0,0,0,1,0,1,0,0
207.10,-0.10024214,1.1946812,"[-2.25, 1.25]","[-2.25, 1.25]",3,3,0,0,1,2,0,0,2,1
207.12,0.077726364,1.3016121,"[-3.0, 7.0]","[-4.5, 2.0]",2,1,0,0,0,2,0,0,1,0
207.15,-0.39846706,1.0154946,"[-2.5, 7.0]","[-4.25, 1.0]",2,1,0,0,0,2,0,0,1,0
207.17,0.0038132668,1.2572019,"[-2.5, 7.0]","[-2.75, 2.0]",2,1,0,0,0,2,0,0,1,0
207.18,-0.45128655,0.98375845,"[-2.75, 1.25]","[-3.5, 7.0]",1,1,0,0,1,0,0,0,0,1
207.4,-0.008303642,1.2499216,"[-3.5, 7.0]","[-3.75, 1.75]",2,1,0,0,0,2,0,0,1,0
207.5,0.077726364,1.3016121,"[-1.75, 1.25]","[-3.25, 1.25]",2,2,0,0,1,1,0,0,1,1
217.17,-0.05357933,1.222718,"[-3.0, 7.0]","[-4.0, -1.25]",1,1,0,0,0,1,0,1,0,0
219.2,0.25661135,1.4090941,"[-2.75, -0.75]","[-2.25, 7.0]",1,1,0,1,0,0,0,0,0,1
219.5,0.10685539,1.319114,"[-3.0, 7.0]","[-3.25, -1.75]",1,1,0,0,0,1,0,1,0,0
220.11,-0.04015875,1.2307818,"[-1.75, 7.0]","[-3.0, 1.75]",2,1,0,0,0,2,0,0,1,0
220.17,0.0097465515,1.2607672,"[-2.75, 7.0]","[-1.0, 2.0]",2,1,0,0,0,2,0,0,1,0
220.19,-0.63094234,0.8758135,"[-4.0, -0.75]","[-2.5, 7.0]",1,1,0,1,0,0,0,0,0,1
220.2,0.23144293,1.3939717,"[-2.0, 7.0]","[-3.25, 0.5]",2,1,0,0,0,2,0,0,1,0
220.20,-0.33170462,1.0556083,"[-3.5, 7.0]","[-3.25, 0.25]",2,1,0,0,0,2,0,0,1,0
220.7,-0.115641594,1.1854284,"[-2.25, 7.0]","[-3.5, -0.25]",2,1,0,0,0,2,0,0,1,0
226.1,0.47311926,1.5391815,"[-1.75, 7.0]","[-2.0, 2.0]",2,1,0,0,0,2,0,0,1,0
227.1,0.40957642,1.5010021,"[-2.25, 7.0]","[-3.75, 1.25]",2,1,0,0,0,2,0,0,1,0
227.2,0.13846111,1.3381042,"[-3.5, 7.0]","[-6.0, -0.75]",2,1,0,0,0,2,0,1,0,0
227.4,-0.14811754,1.1659155,"[-3.25, 7.0]","[-4.25, 0.25]",2,1,0,0,0,2,0,0,1,0
247.1,0.5042515,1.5578871,"[-2.75, 2.0]","[-2.5, 0.0]",2,2,0,0,1,1,0,2,0,0
247.11,-0.02394104,1.2405262,"[-0.75, 7.0]","[-2.5, 3.0]",2,1,0,0,0,2,0,0,1,0
247.20,-0.3379817,1.051837,"[-4.0, 0.75]","[-3.25, 7.0]",1,1,0,1,0,0,0,0,0,1
247.4,0.029894352,1.2728727,"[-2.0, 1.5]","[-4.75, 7.0]",1,1,0,0,1,0,0,0,0,1
247.X,-0.13566351,1.1733983,"[-2.75, 0.0]","[-1.5, 0.25]",2,1,0,1,0,1,0,0,1,0
257.1,0.50849295,1.5604353,"[0.0, 7.0]","[-1.25, 3.0]",2,1,0,0,0,2,0,0,1,0
257.10,-0.03035593,1.2366717,"[-3.25, 7.0]","[-3.0, 1.5]",1,1,0,0,0,1,0,0,1,0
257.17,0.032696724,1.2745566,"[-1.0, 7.0]","[-2.25, 1.5]",2,1,0,0,0,2,0,0,1,0
26.11,-0.08535576,1.2036257,"[-1.75, 7.0]","[-3.0, 0.75]",2,1,0,0,0,2,0,0,1,0
26.17,-0.05357933,1.222718,"[-0.5, 1.25]","[-2.5, 7.0]",1,1,0,0,1,0,0,0,0,1
