sequenceID,log_lambda_test_fold1,log_lambda_test_fold2,target_1,target_2,fold_1_total_labels,fold_2_total_labels,fold_1_fp_errs,fold_1_fn_errs,fold_1_tp,fold_1_tn,fold_2_fp_errs,fold_2_fn_errs,fold_2_tp,fold_2_tn
172.3,0.04926759,0.7428546,"[-1.5, inf]","[-1.5, 0.0]",2,1,0,0,0,2,0,0,1,0
172.4,0.05196345,0.7441439,"[-1.0, inf]","[-1.5, -0.5]",2,1,0,0,0,2,0,1,0,0
173.11,0.073120415,0.7542622,"[-0.5, inf]","[-1.5, 0.0]",2,1,0,0,0,2,0,0,1,0
173.15,0.10292864,0.76851803,"[-1.5, inf]","[-1.0, 0.0]",1,1,0,0,0,1,0,1,0,0
173.16,0.10027939,0.767251,"[-1.0, inf]","[-1.5, 0.0]",2,1,0,0,0,2,0,1,0,0
173.19,0.12957549,0.78126186,"[-inf, inf]","[-0.5, inf]",1,1,0,1,0,0,0,0,0,1
173.4,0.07341382,0.7544026,"[-1.5, 0.0]","[-1.0, inf]",1,1,0,0,1,0,0,0,0,1
173.8,0.084501475,0.75970525,"[-0.5, inf]","[-2.0, 0.0]",2,1,0,0,0,2,0,1,0,0
188.1,0.025264025,0.7313749,"[-0.5, inf]","[-1.0, 1.0]",2,1,0,0,0,2,0,0,1,0
188.2,0.040542036,0.7386816,"[-0.5, 0.5]","[-1.5, inf]",1,1,0,0,1,0,0,0,0,1
188.3,0.04926759,0.7428546,"[0.0, inf]","[-0.5, 1.0]",2,1,0,0,0,2,0,0,1,0
188.6,0.054278225,0.74525094,"[-1.5, 0.5]","[-1.0, inf]",1,1,0,0,1,0,0,0,0,1
188.9,0.064237654,0.75001407,"[-1.0, inf]","[-1.0, 0.5]",1,1,0,0,0,1,0,0,1,0
189.1,0.019268602,0.72850764,"[0.0, inf]","[-0.5, 0.5]",1,1,0,0,0,1,0,0,1,0
189.11,0.05241233,0.7443586,"[-0.5, inf]","[-1.0, 1.0]",2,1,0,0,0,2,0,0,1,0
189.15,0.072829634,0.75412315,"[-1.0, inf]","[-0.5, 0.0]",2,1,0,0,0,2,0,0,1,0
189.17,0.05051413,0.74345076,"[-0.5, inf]","[-0.5, 1.0]",2,1,0,0,0,2,0,0,1,0
189.18,0.07492143,0.75512356,"[-1.0, -0.5]","[-1.5, -0.5]",2,1,0,1,0,1,0,1,0,0
189.2,0.033323854,0.73522955,"[-1.0, inf]","[-1.5, -0.5]",1,1,0,0,0,1,0,1,0,0
189.20,0.0722557,0.7538487,"[-1.0, inf]","[0.0, 0.0]",1,1,0,0,0,1,0,0,1,0
189.3,0.035250306,0.73615086,"[-1.0, 0.5]","[-1.0, inf]",1,1,0,0,1,0,0,0,0,1
189.5,0.043278456,0.73999035,"[-1.0, inf]","[-1.0, 0.5]",2,1,0,0,0,2,0,0,1,0
189.X,0.053643316,0.7449473,"[-0.5, 0.0]","[-1.0, inf]",1,1,0,0,1,0,0,0,0,1
2.1,0.027608603,0.7324962,"[-0.5, inf]","[-1.0, 1.5]",2,1,0,0,0,2,0,0,1,0
2.19,0.10807261,0.7709781,"[-1.0, 0.0]","[-1.5, inf]",1,1,0,0,1,0,0,0,0,1
20003.2,-0.06481373,0.68829525,"[0.5, 2.0]","[1.0, inf]",2,2,2,0,0,0,2,0,0,0
20005.2,-0.06481373,0.68829525,"[0.5, 0.5]","[1.0, 2.0]",4,4,3,0,1,0,2,0,1,1
20005.3,-0.061116308,0.69006354,"[1.0, 1.5]","[0.0, 0.5]",3,3,1,0,2,0,0,0,3,0
20033.11,-0.054645658,0.6931581,"[1.0, 2.5]","[0.0, 1.0]",2,2,1,0,1,0,0,0,2,0
20052.3,-0.061116308,0.69006354,"[-0.5, inf]","[-0.5, 0.5]",2,1,1,0,1,0,0,0,1,0
20082.22,-0.06668413,0.6874007,"[0.5, 1.0]","[1.0, 2.5]",2,2,2,0,0,0,2,0,0,0
20090.20,-0.0774363,0.6822585,"[1.0, 1.5]","[1.0, 1.5]",2,1,2,0,0,0,1,0,0,0
20092.19,-0.070720345,0.6854704,"[1.5, inf]","[1.0, 2.5]",1,1,1,0,0,0,1,0,0,0
20105.22,-0.06668413,0.6874007,"[1.0, inf]","[0.0, 0.0]",2,1,1,1,0,0,0,1,0,0
20108.20,-0.0774363,0.6822585,"[1.0, 1.5]","[2.5, inf]",2,2,2,0,0,0,2,0,0,0
20109.20,-0.0774363,0.6822585,"[1.0, 1.5]","[0.0, 1.5]",2,1,2,0,0,0,0,0,1,0
20118.2,-0.06481373,0.68829525,"[0.5, 2.0]","[1.0, 1.0]",5,4,2,0,3,0,1,0,3,0
20119.2,-0.06481373,0.68829525,"[0.5, 2.5]","[0.0, 1.5]",2,2,2,0,0,0,0,0,1,1
20121.14,-0.044475466,0.698022,"[0.0, 0.5]","[1.5, 2.5]",2,2,0,0,2,0,1,0,1,0
20121.7,-0.055582732,0.6927099,"[0.5, 1.5]","[-1.0, 0.0]",2,2,1,0,0,1,0,0,2,0
20124.1,-0.06264672,0.6893316,"[1.0, 2.5]","[1.5, inf]",1,1,1,0,0,0,1,0,0,0
20124.16,-0.041173935,0.69960093,"[1.5, 2.0]","[1.5, inf]",1,1,1,0,0,0,1,0,0,0
20124.2,-0.06481373,0.68829525,"[1.0, 2.5]","[1.0, inf]",1,1,1,0,0,0,1,0,0,0
20124.3,-0.061116308,0.69006354,"[1.0, inf]","[0.5, 3.0]",2,1,2,0,0,0,1,0,0,0
20129.20,-0.07667327,0.6826234,"[0.5, 1.0]","[0.0, 1.0]",2,1,2,0,0,0,0,0,1,0
20133.X,-0.027115166,0.7063246,"[0.5, 0.5]","[-0.5, 0.0]",3,3,1,0,2,0,0,1,2,0
20134.X,-0.027115166,0.7063246,"[0.5, 0.5]","[-0.5, 0.0]",3,3,1,0,2,0,0,1,2,0
20135.14,-0.014057189,0.71256953,"[0.5, 0.5]","[0.5, 0.5]",3,2,1,0,1,1,0,0,1,1
20136.17,-0.01087895,0.7140895,"[0.0, inf]","[-0.5, 0.0]",2,1,1,0,1,0,0,0,1,0
20138.1,-0.036237657,0.70196176,"[2.0, inf]","[-1.5, 0.0]",2,2,2,0,0,0,0,2,0,0
20139.12,-0.023558736,0.70802546,"[1.0, inf]","[-inf, inf]",2,1,1,1,0,0,0,1,0,0
20139.16,-0.011022925,0.71402067,"[-0.5, inf]","[-0.5, 0.0]",3,2,2,0,1,0,0,2,0,0
20139.17,-0.01087895,0.7140895,"[0.5, 1.5]","[1.0, 2.0]",2,2,1,0,1,0,2,0,0,0
20139.3,-0.032949686,0.70353425,"[0.0, 2.5]","[1.0, inf]",1,1,0,0,1,0,1,0,0,0
20139.4,-0.032067865,0.70395595,"[-1.0, 0.0]","[1.0, inf]",2,1,0,0,2,0,1,0,0,0
20139.5,-0.030831456,0.7045473,"[-1.0, inf]","[-0.5, 0.0]",2,1,1,0,1,0,0,1,0,0
20140.14,-0.014057189,0.71256953,"[-1.0, inf]","[-0.5, 0.5]",2,1,1,0,1,0,0,0,1,0
20140.15,-0.012055725,0.7135267,"[-0.5, inf]","[-1.0, -0.5]",2,1,1,1,0,0,0,1,0,0
20141.12,-0.023558736,0.70802546,"[-1.0, inf]","[-0.5, -0.5]",2,1,1,1,0,0,0,1,0,0
20141.14,-0.014057189,0.71256953,"[0.0, inf]","[-0.5, 0.5]",2,1,1,0,1,0,0,0,1,0
20141.5,-0.030831456,0.7045473,"[-2.5, inf]","[-0.5, 0.0]",2,1,1,0,1,0,0,1,0,0
20142.18,-0.009803206,0.714604,"[1.5, inf]","[0.5, 1.0]",1,1,1,0,0,0,0,0,1,0
20142.22,0.0108448565,0.72447896,"[0.0, 0.0]","[-0.5, 0.0]",4,3,0,2,2,0,0,2,0,1
20143.X,-0.027115166,0.7063246,"[0.5, 1.0]","[0.0, inf]",3,2,2,0,1,0,1,0,1,0
20144.14,-0.014057189,0.71256953,"[0.5, 0.5]","[-0.5, -0.5]",3,2,1,1,1,0,0,1,1,0
20144.9,-0.02173844,0.708896,"[-0.5, inf]","[-1.5, 0.0]",2,1,1,0,1,0,0,1,0,0
20145.1,-0.036237657,0.70196176,"[-0.5, inf]","[-inf, inf]",2,1,1,0,1,0,0,1,0,0
20145.10,-0.02386573,0.7078786,"[0.0, 0.0]","[-1.0, 0.0]",2,1,0,0,1,1,0,1,0,0
20145.12,-0.023558736,0.70802546,"[-1.0, inf]","[-0.5, -0.5]",2,1,1,1,0,0,0,1,0,0
20145.14,-0.014057189,0.71256953,"[0.5, 0.5]","[-0.5, 0.5]",2,1,1,0,1,0,0,0,1,0
20145.4,-0.032067865,0.70395595,"[0.0, inf]","[-0.5, inf]",2,2,1,0,1,0,0,0,1,1
20145.8,-0.025733113,0.70698553,"[-0.5, inf]","[-1.0, -0.5]",2,1,1,1,0,0,0,1,0,0
20145.9,-0.02173844,0.708896,"[0.5, 1.5]","[0.0, 1.5]",3,2,2,0,1,0,0,0,2,0
20145.X,-0.027115166,0.7063246,"[-1.0, 1.0]","[0.0, 0.5]",3,3,1,0,2,0,0,0,3,0
20146.17,-0.01087895,0.7140895,"[0.5, 2.5]","[-0.5, inf]",1,1,1,0,0,0,0,0,0,1
20146.4,-0.032067865,0.70395595,"[-0.5, 0.0]","[-0.5, 0.0]",2,1,0,0,1,1,0,0,1,0
20148.1,-0.036237657,0.70196176,"[-0.5, 0.0]","[-0.5, 0.5]",3,3,1,0,2,0,0,1,2,0
20151.14,-0.014057189,0.71256953,"[0.0, 0.0]","[-2.0, inf]",3,2,0,0,3,0,1,1,0,0
20151.17,-0.01087895,0.7140895,"[0.5, 2.0]","[1.0, inf]",1,1,1,0,0,0,1,0,0,0
20154.4,-0.032067865,0.70395595,"[0.0, 0.0]","[1.0, 2.0]",3,2,0,0,3,0,2,0,0,0
20154.9,-0.02173844,0.708896,"[1.5, 1.5]","[0.0, 1.5]",2,1,2,0,0,0,0,0,1,0
20157.11,-0.023610264,0.7080008,"[1.0, 1.0]","[0.0, 1.0]",3,2,3,0,0,0,0,0,2,0
20158.1,-0.036237657,0.70196176,"[1.0, inf]","[-1.0, 0.0]",2,2,1,0,0,1,0,2,0,0
20158.9,-0.02173844,0.708896,"[-0.5, -0.5]","[0.0, 0.0]",3,3,1,0,2,0,0,2,0,1
20159.1,-0.036237657,0.70196176,"[0.0, 0.5]","[-0.5, 0.5]",6,5,1,0,4,1,0,1,3,1
20159.14,-0.014057189,0.71256953,"[0.5, 0.5]","[-0.5, 0.5]",2,1,1,0,1,0,0,0,1,0
20159.15,-0.012055725,0.7135267,"[1.0, 1.5]","[0.0, 1.5]",2,1,1,0,1,0,0,0,1,0
20159.3,-0.032949686,0.70353425,"[0.5, 0.5]","[0.5, 0.5]",3,2,1,0,1,1,0,0,1,1
20159.4,-0.032067865,0.70395595,"[0.5, 0.5]","[-0.5, 0.0]",5,4,2,0,2,1,0,0,3,1
20159.9,-0.02173844,0.708896,"[-0.5, 0.0]","[1.5, 2.5]",2,2,0,0,2,0,1,0,1,0
20160.14,-0.014057189,0.71256953,"[-0.5, inf]","[-0.5, 0.5]",2,1,1,0,1,0,0,0,1,0
20160.17,-0.01087895,0.7140895,"[1.0, 2.0]","[1.0, inf]",2,1,2,0,0,0,1,0,0,0
20160.4,-0.032067865,0.70395595,"[0.5, inf]","[0.0, 0.5]",2,1,2,0,0,0,0,0,1,0
20160.5,-0.030831456,0.7045473,"[0.5, 0.5]","[-0.5, inf]",2,2,2,0,0,0,1,1,0,0
20161.1,-0.036237657,0.70196176,"[-1.0, inf]","[0.0, 1.5]",2,1,1,0,1,0,0,0,1,0
20161.12,-0.023558736,0.70802546,"[-0.5, inf]","[-0.5, -0.5]",2,1,1,1,0,0,0,1,0,0
20161.22,0.0108448565,0.72447896,"[-0.5, inf]","[-inf, inf]",2,1,1,1,0,0,0,1,0,0
20162.12,-0.023558736,0.70802546,"[-0.5, inf]","[-0.5, -0.5]",2,1,1,1,0,0,0,1,0,0
20162.17,-0.01087895,0.7140895,"[0.5, 2.0]","[1.0, inf]",1,1,1,0,0,0,1,0,0,0
20162.7,-0.027667701,0.7060603,"[0.5, 1.5]","[-0.5, 0.5]",3,2,2,0,1,0,0,0,2,0
20163.1,-0.036237657,0.70196176,"[-2.5, inf]","[-0.5, 0.0]",2,1,1,0,1,0,0,1,0,0
20163.7,-0.027667701,0.7060603,"[-0.5, -0.5]","[-0.5, -0.5]",3,2,1,1,1,0,0,2,0,0
20163.9,-0.02173844,0.708896,"[-0.5, -0.5]","[-0.5, 0.0]",5,4,1,0,4,0,0,4,0,0
20164.1,-0.036237657,0.70196176,"[-0.5, 0.0]","[-1.0, 0.0]",4,3,1,1,2,0,0,3,0,0
20164.14,-0.014057189,0.71256953,"[0.5, 0.5]","[-0.5, 0.5]",2,1,1,0,1,0,0,0,1,0
20164.4,-0.032067865,0.70395595,"[-1.0, inf]","[0.5, inf]",2,2,1,1,0,0,1,0,1,0
20165.15,-0.012055725,0.7135267,"[0.5, inf]","[0.0, 2.0]",2,1,1,0,0,1,0,0,1,0
20165.22,0.0108448565,0.72447896,"[0.0, 1.5]","[-0.5, inf]",3,2,1,0,2,0,0,1,0,1
20165.4,-0.032067865,0.70395595,"[-1.0, inf]","[-1.5, -0.5]",2,1,0,1,0,1,0,1,0,0
20166.12,-0.023558736,0.70802546,"[-0.5, inf]","[-0.5, -0.5]",2,1,1,1,0,0,0,1,0,0
20166.17,-0.01087895,0.7140895,"[0.5, 1.5]","[0.5, 1.5]",2,1,1,0,1,0,0,0,1,0
20166.4,-0.032067865,0.70395595,"[0.0, 0.0]","[0.0, inf]",3,2,0,0,3,0,1,0,1,0
20167.22,0.0108448565,0.72447896,"[0.0, 0.0]","[-0.5, 0.0]",4,3,0,0,4,0,1,2,0,0
20167.4,-0.032067865,0.70395595,"[-1.0, 0.0]","[0.5, inf]",3,2,0,1,2,0,0,1,0,1
20168.11,-0.023610264,0.7080008,"[-1.0, -0.5]","[0.0, 0.0]",3,2,0,2,1,0,0,1,0,1
20168.16,-0.011022925,0.71402067,"[-1.0, inf]","[-1.0, -0.5]",2,1,1,1,0,0,0,1,0,0
20168.17,-0.01087895,0.7140895,"[0.0, 2.5]","[-0.5, inf]",2,2,1,0,1,0,0,1,0,1
20168.19,-0.002005756,0.7183331,"[1.0, inf]","[-0.5, -0.5]",2,2,1,0,0,1,0,2,0,0
20168.4,-0.032067865,0.70395595,"[0.0, inf]","[-0.5, inf]",2,2,1,0,1,0,1,1,0,0
20169.10,-0.02386573,0.7078786,"[-1.0, inf]","[-0.5, -0.5]",2,1,0,1,0,1,0,1,0,0
20169.14,-0.014057189,0.71256953,"[0.0, 0.5]","[1.0, 1.0]",2,2,0,0,2,0,1,0,1,0
20169.9,-0.02173844,0.708896,"[0.5, 2.0]","[1.0, inf]",2,1,1,0,1,0,1,0,0,0
20170.17,-0.01087895,0.7140895,"[0.0, inf]","[-0.5, -0.5]",2,2,0,0,0,2,0,2,0,0
20171.12,-0.023558736,0.70802546,"[-1.0, inf]","[-0.5, 0.0]",2,1,1,0,1,0,0,1,0,0
20171.16,-0.011022925,0.71402067,"[-0.5, inf]","[0.0, 0.0]",4,4,0,2,0,2,0,2,0,2
20171.17,-0.01087895,0.7140895,"[0.0, 0.0]","[0.0, 0.0]",2,1,0,0,1,1,0,1,0,0
20172.20,-0.003914416,0.71742034,"[0.0, 0.0]","[0.5, 0.5]",6,6,0,1,5,0,1,0,4,1
20172.3,-0.032949686,0.70353425,"[1.0, 1.0]","[0.5, 0.5]",4,4,1,0,3,0,0,0,4,0
20173.19,-0.002005756,0.7183331,"[0.0, 0.0]","[-1.0, 0.0]",2,1,0,0,1,1,0,1,0,0
20177.20,-0.07667327,0.6826234,"[0.5, 1.0]","[0.0, 1.0]",2,1,2,0,0,0,0,0,1,0
20178.20,-0.07667327,0.6826234,"[1.0, 1.5]","[0.5, 1.5]",2,1,2,0,0,0,0,0,1,0
20183.20,-0.07667327,0.6826234,"[0.5, inf]","[0.0, 1.0]",2,1,2,0,0,0,0,0,1,0
20184.22,-0.06556639,0.68793523,"[0.5, 1.0]","[0.5, 1.0]",2,1,2,0,0,0,1,0,0,0
20186.22,-0.06556639,0.68793523,"[0.5, 1.0]","[0.5, 1.0]",2,1,2,0,0,0,0,0,1,0
204.2,0.05023253,0.7433161,"[-1.0, inf]","[-1.5, 0.0]",1,1,0,0,0,1,0,1,0,0
207.10,0.07113725,0.7533138,"[-1.0, 0.5]","[-1.0, 0.5]",3,3,0,0,1,2,0,0,2,1
207.12,0.058211803,0.7471322,"[-1.0, inf]","[-2.0, 0.5]",2,1,0,0,0,2,0,0,1,0
207.15,0.09279668,0.7636724,"[-1.0, inf]","[-1.5, 0.0]",2,1,0,0,0,2,0,0,1,0
207.17,0.06357998,0.74969953,"[-1.0, inf]","[-1.0, 0.5]",2,1,0,0,0,2,0,0,1,0
207.18,0.09663284,0.76550704,"[-1.0, 0.5]","[-1.5, inf]",1,1,0,0,1,0,0,0,0,1
207.4,0.06445998,0.7501204,"[-1.5, inf]","[-1.5, 0.5]",2,1,0,0,0,2,0,0,1,0
207.5,0.058211803,0.7471322,"[-0.5, 0.5]","[-1.0, 0.5]",2,2,0,0,1,1,0,0,1,1
217.17,0.06774828,0.751693,"[-1.0, inf]","[-1.5, -0.5]",1,1,0,0,0,1,0,1,0,0
219.2,0.04521978,0.74091876,"[-1.0, -0.5]","[-1.0, inf]",1,1,0,1,0,0,0,0,0,1
219.5,0.056096256,0.74612045,"[-1.0, inf]","[-1.0, -1.0]",1,1,0,0,0,1,0,1,0,0
220.11,0.066773534,0.75122684,"[-0.5, inf]","[-1.0, 0.5]",2,1,0,0,0,2,0,0,1,0
220.17,0.063149005,0.7494934,"[-1.0, inf]","[0.0, 0.5]",2,1,0,0,0,2,0,0,1,0
220.19,0.10968083,0.77174723,"[-1.5, -0.5]","[-1.0, inf]",1,1,0,1,0,0,0,0,0,1
220.2,0.047047734,0.741793,"[-0.5, inf]","[-1.0, 0.0]",2,1,0,0,0,2,0,1,0,0
220.20,0.087947875,0.7613535,"[-1.5, inf]","[-1.0, 0.0]",2,1,0,0,0,2,0,1,0,0
220.7,0.0722557,0.7538487,"[-0.5, inf]","[-1.5, -0.5]",2,1,0,0,0,2,0,1,0,0
226.1,0.029495299,0.73339856,"[-0.5, inf]","[-0.5, 0.5]",2,1,0,0,0,2,0,0,1,0
227.1,0.034110278,0.73560566,"[-1.0, inf]","[-1.5, 0.5]",2,1,0,0,0,2,0,0,1,0
227.2,0.05380079,0.74502265,"[-1.5, inf]","[-2.5, -0.5]",2,1,0,0,0,2,0,1,0,0
227.4,0.074614346,0.7549767,"[-1.0, inf]","[-1.5, 0.0]",2,1,0,0,0,2,0,1,0,0
247.1,0.027234226,0.73231715,"[-1.0, 0.5]","[-1.0, 0.0]",2,2,0,0,1,1,0,2,0,0
247.11,0.06559566,0.7506635,"[0.0, inf]","[-1.0, 1.0]",2,1,0,0,0,2,0,0,1,0
247.20,0.08840376,0.7615715,"[-1.5, 0.0]","[-1.0, inf]",1,1,0,0,1,0,0,0,0,1
247.4,0.06168574,0.7487936,"[-0.5, 0.5]","[-2.0, inf]",1,1,0,0,1,0,0,0,0,1
247.X,0.073709846,0.75454414,"[-1.0, 0.0]","[-0.5, 0.0]",2,1,0,1,0,1,0,1,0,0
257.1,0.02692619,0.73216987,"[0.0, inf]","[-0.5, 1.0]",2,1,0,0,0,2,0,0,1,0
257.10,0.066061586,0.7508864,"[-1.5, inf]","[-1.0, 0.5]",1,1,0,0,0,1,0,0,1,0
257.17,0.06148219,0.74869627,"[0.0, inf]","[-1.0, 0.5]",2,1,0,0,0,2,0,0,1,0
26.11,0.07005608,0.7527967,"[-0.5, inf]","[-1.0, 0.0]",2,1,0,0,0,2,0,0,1,0
26.17,0.06774828,0.751693,"[0.0, 0.5]","[-1.0, inf]",1,1,0,0,1,0,0,0,0,1
26.4,0.06875357,0.7521738,"[-1.0, -0.5]","[-1.0, -0.5]",2,1,0,1,0,1,0,1,0,0
26.8,0.07782143,0.7565105,"[-1.5, inf]","[-1.5, 0.0]",2,1,0,0,0,2,0,1,0,0
268.3,0.061079025,0.74850345,"[-0.5, inf]","[-1.0, 0.5]",1,1,0,0,0,1,0,0,1,0
270.11,0.08840376,0.7615715,"[1.0, inf]","[0.5, 1.0]",1,1,1,0,0,0,0,0,1,0
273.17,0.0625135,0.7491895,"[-1.0, inf]","[-0.5, 0.5]",2,1,0,0,0,2,0,0,1,0
